"","ASVid","Hv_WT_HvSC_only_endo_1","Hv_WT_HvSC_only_endo_2","Hv_WT_HvSC_only_endo_3","Hv_WT_HvSC_only_endo_4","Hv_WT_HvSC_only_endo_5","Hv_WT_HvSC_only_rhizo_1","Hv_WT_HvSC_only_rhizo_2","Hv_WT_HvSC_only_rhizo_3","Hv_WT_HvSC_only_rhizo_4","Hv_WT_HvSC_only_rhizo_5","Hv_WT_HvSC_only_rhizo_6","Hv_ccamk_HvSC_only_endo_1","Hv_ccamk_HvSC_only_endo_2","Hv_ccamk_HvSC_only_endo_3","Hv_ccamk_HvSC_only_endo_4","Hv_ccamk_HvSC_only_endo_5","Hv_ccamk_HvSC_only_endo_6","Hv_ccamk_HvSC_only_rhizo_2","Hv_ccamk_HvSC_only_rhizo_3","Hv_ccamk_HvSC_only_rhizo_4","Hv_ccamk_HvSC_only_rhizo_5","Hv_ccamk_HvSC_only_rhizo_6","Hv_nsp1_HvSC_only_endo_1","Hv_nsp1_HvSC_only_endo_2","Hv_nsp1_HvSC_only_endo_3","Hv_nsp1_HvSC_only_endo_4","Hv_nsp1_HvSC_only_endo_5","Hv_nsp1_HvSC_only_endo_6","Hv_nsp1_HvSC_only_rhizo_1","Hv_nsp1_HvSC_only_rhizo_2","Hv_nsp1_HvSC_only_rhizo_3","Hv_nsp1_HvSC_only_rhizo_4","Hv_nsp1_HvSC_only_rhizo_5","Hv_nsp1_HvSC_only_rhizo_6","Hv_nsp2_HvSC_only_endo_1","Hv_nsp2_HvSC_only_endo_2","Hv_nsp2_HvSC_only_endo_3","Hv_nsp2_HvSC_only_endo_4","Hv_nsp2_HvSC_only_endo_5","Hv_nsp2_HvSC_only_endo_6","Hv_nsp2_HvSC_only_rhizo_1","Hv_nsp2_HvSC_only_rhizo_2","Hv_nsp2_HvSC_only_rhizo_3","Hv_nsp2_HvSC_only_rhizo_4","Hv_nsp2_HvSC_only_rhizo_5","Hv_nsp2_HvSC_only_rhizo_6","Hv_symrk_HvSC_only_endo_1","Hv_symrk_HvSC_only_endo_2","Hv_symrk_HvSC_only_endo_3","Hv_symrk_HvSC_only_endo_4","Hv_symrk_HvSC_only_endo_5","Hv_symrk_HvSC_only_endo_6","Hv_symrk_HvSC_only_rhizo_1","Hv_symrk_HvSC_only_rhizo_2","Hv_symrk_HvSC_only_rhizo_3","Hv_symrk_HvSC_only_rhizo_4","Hv_symrk_HvSC_only_rhizo_5","Hv_symrk_HvSC_only_rhizo_6"
"9e28eb88251b8872998258313f8701ea","9e28eb88251b8872998258313f8701ea",10,0,11,15,14,0,0,0,0,0,0,13,20,15,4,9,11,0,0,0,0,0,11,0,3,11,15,14,0,0,0,0,0,0,5,24,13,21,20,18,0,0,0,0,0,0,10,16,6,8,12,17,0,0,0,0,0,0
"3569d7a33b9bc012727acd21b43574df","3569d7a33b9bc012727acd21b43574df",1,0,0,1,0,0,0,0,0,0,0,9,7,9,11,16,0,0,0,0,0,0,6,16,6,8,9,22,0,0,2,0,0,0,23,13,9,24,7,5,0,0,0,0,0,0,7,9,0,3,6,4,0,0,0,0,0,0
"8f5ecd5d62cd27ceb8d6536de78e8e66","8f5ecd5d62cd27ceb8d6536de78e8e66",2,0,0,2,0,20,0,0,0,4,0,0,0,0,0,0,0,11,10,10,17,13,0,5,0,2,0,0,10,22,18,19,11,14,0,0,2,2,0,0,11,8,20,16,3,13,0,0,4,0,2,4,10,13,9,25,10,11
"c07903f55bd3c1fe871dc8933bc3f6f0","c07903f55bd3c1fe871dc8933bc3f6f0",1,0,0,0,5,0,0,0,0,0,0,5,8,0,2,0,13,0,0,0,0,0,0,0,0,8,4,7,0,0,0,0,0,0,8,3,10,9,18,0,0,0,0,0,0,0,4,0,0,0,10,4,0,0,0,0,0,0
"f6125c2e56955843ba999ef3ae2ce481","f6125c2e56955843ba999ef3ae2ce481",1,0,0,4,0,8,0,0,9,0,3,4,4,6,8,6,2,23,17,10,0,0,5,3,0,4,3,4,0,7,8,11,7,8,7,0,7,0,1,0,5,5,23,5,14,14,3,3,0,1,0,7,8,6,3,14,15,4
"b52606fa6682fbf31366352457ad3a8c","b52606fa6682fbf31366352457ad3a8c",7,0,0,0,0,13,0,0,4,2,0,0,0,0,0,0,0,8,21,0,0,10,1,0,0,2,0,0,0,21,0,14,10,16,4,0,4,0,0,0,3,21,8,9,10,13,5,0,3,0,0,1,14,8,9,0,20,19
"e2571cbf0c3acc9a8f7d09cd98022045","e2571cbf0c3acc9a8f7d09cd98022045",4,5,1,5,5,4,0,0,1,10,1,2,6,2,0,0,0,15,13,4,8,10,1,3,0,3,0,0,7,5,6,16,0,2,0,9,12,11,7,2,1,4,8,7,1,2,4,0,3,1,7,2,5,3,1,0,9,7
"d6ebd34cb9faed142efd6fe9b3b2584b","d6ebd34cb9faed142efd6fe9b3b2584b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,16,0,2,0,0,0,0,0,7,0,15,24,0,13,0,0,0,0,0,0,11,5,0,0,4,0,0,0,0,0,0,0,15,0,0,0,12,0
"bf3a2455acde6f28cdda6611d3819dcb","bf3a2455acde6f28cdda6611d3819dcb",0,0,0,0,0,9,0,0,9,0,14,0,0,0,4,3,0,24,15,9,0,7,2,0,0,0,2,1,0,14,5,17,0,10,10,0,0,0,6,0,6,11,21,15,8,8,0,0,0,0,0,11,0,3,6,5,6,9
"50fd1de44715907442eb069e21ddef36","50fd1de44715907442eb069e21ddef36",2,2,1,0,0,7,5,0,0,0,0,0,0,0,0,0,0,14,15,1,2,5,1,0,0,3,0,0,8,0,13,8,8,8,0,0,3,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,10,0,9,0,0,0
"2ccc5401cb7d54b9114216d6435cda60","2ccc5401cb7d54b9114216d6435cda60",3,5,11,13,0,5,0,7,2,4,8,1,0,0,0,2,0,24,14,0,9,0,0,0,0,0,4,14,0,0,0,0,14,0,0,22,13,0,0,7,2,8,0,9,7,3,3,9,3,0,9,3,0,5,0,0,4,5
"2a338aedb73dcade5ab187ab648afba4","2a338aedb73dcade5ab187ab648afba4",0,0,0,0,6,9,4,0,2,0,0,3,5,10,6,10,7,9,8,21,7,16,2,0,0,2,2,12,0,0,0,6,5,0,8,0,1,7,0,0,0,1,0,2,7,1,0,0,0,1,1,4,7,0,0,1,0,6
"e95c86932250aabf4c64a36247574da5","e95c86932250aabf4c64a36247574da5",15,0,0,0,7,6,9,0,6,0,10,0,1,1,0,0,0,10,0,6,0,0,3,0,0,0,8,0,0,4,7,10,6,0,16,8,0,0,0,0,10,0,21,17,9,13,0,3,0,0,0,0,7,0,0,11,0,17
"39370149d3619071189c65e560eb79bb","39370149d3619071189c65e560eb79bb",0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,7,3,7,22,2,0,0,1,0,0,8,0,2,0,3,0,8,5,0,11,15,0,4,4,0,6,15,9,0,0,0,0,0,4,4,0,0,2,6,9,0
"f0227996e56fe9dbbbd37123135a92f5","f0227996e56fe9dbbbd37123135a92f5",0,0,0,1,0,10,8,0,16,8,0,0,0,0,0,3,0,15,3,0,24,5,0,0,0,0,0,5,5,5,28,9,10,9,0,6,0,0,0,0,8,14,15,8,6,0,0,0,1,0,0,6,3,3,7,7,12,8
"7b8eecafb8fbf45701b0406e47c1147f","7b8eecafb8fbf45701b0406e47c1147f",1,13,0,0,6,0,0,0,0,0,0,2,2,0,9,0,8,5,4,0,0,0,9,0,6,2,3,1,0,0,5,0,0,0,0,0,2,4,5,5,0,0,0,0,0,0,7,4,1,3,0,0,0,0,0,0,0,0
"bc3592e30a8b447d6ca72aa2e6eee7e8","bc3592e30a8b447d6ca72aa2e6eee7e8",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,13,0,10,18,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0
"9f8c12cba552be781bb4929a34b08836","9f8c12cba552be781bb4929a34b08836",0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,5,10,14,10,0,0,15,0,13,0,6,0,9,0,6,12,0,28,4,0,122,0,0,1,3,17,11,0,8,3,0,4,5,0,4,0,0,0,3,0,0,0,0
"6fd62b1666eba27dc6dd6c5a3bd6292d","6fd62b1666eba27dc6dd6c5a3bd6292d",0,0,0,0,0,0,6,0,4,5,0,1,5,2,0,0,0,10,15,7,0,2,0,1,0,5,1,1,22,3,0,3,7,15,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,1,1,0,0,3,8,4,12,0
"00acad799daa8ac7b6d1d70badd532d3","00acad799daa8ac7b6d1d70badd532d3",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,12,0,0,12,13
"c9cc68ccf45e065cce58cb3a2a00fc5e","c9cc68ccf45e065cce58cb3a2a00fc5e",0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,0,0,0,0,0,2,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"bc3c80e2c86f715a0d655f0cf21406f1","bc3c80e2c86f715a0d655f0cf21406f1",0,0,0,5,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0
"2e5ea11bee1dc361a4d003a9b6f84472","2e5ea11bee1dc361a4d003a9b6f84472",0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,6,5,6,2,0,0,0,0,2,6,1,2,13,6,1,22,0,0,2,2,0,0,4,2,6,4,2,9,0,0,0,0,2,0,2,2,6,4,2,8
"23b2c6d2cdadae80aad050c4b726cab7","23b2c6d2cdadae80aad050c4b726cab7",1,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,0,29,16,16,23,14,0,0,0,0,0,0,0,7,8,0,14,0,0,0,0,0,0,0,9,0,15,10,0,9,0,0,0,0,0,0,8,4,11,8,0,7
"c7ac9b73ae644a50a10fc74015a76f1d","c7ac9b73ae644a50a10fc74015a76f1d",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,22,0,10,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,4,4,8,0,0,0,0,0,0,0,0,0,0,8,0
"730304ed60ecf03f26ff35db066d078e","730304ed60ecf03f26ff35db066d078e",0,0,0,18,0,0,0,11,11,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f4d14d8187d4e668ee076dace0678a2e","f4d14d8187d4e668ee076dace0678a2e",1,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0
"f01426f8dd4ad1fcc0b642983dc30d61","f01426f8dd4ad1fcc0b642983dc30d61",0,0,6,0,0,0,0,34,26,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3e6149b869095c00274cf8373b08fbaa","3e6149b869095c00274cf8373b08fbaa",2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0
"357a194c34fd10e492ede52babb0f6e9","357a194c34fd10e492ede52babb0f6e9",0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
"e8504d9ecb5a83bfdef0c7a3ede1e31a","e8504d9ecb5a83bfdef0c7a3ede1e31a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,9,4,3,7,0,0,0,0,0,0,0,19,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a766db9d34f66cd8e4e6d7830e99f2b","8a766db9d34f66cd8e4e6d7830e99f2b",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,10,0,0,5,0,0,0,4,2,0,0,0,0,8,1,0,0,0,8,0,0,0,0,0,9,19,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"51dd112369b0fe7ee8a74bd71a1a1759","51dd112369b0fe7ee8a74bd71a1a1759",4,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
"4ccd8b8573653e6509f051124079c965","4ccd8b8573653e6509f051124079c965",2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,0,0
"e48ff78686b33527a3b3993ec95d8883","e48ff78686b33527a3b3993ec95d8883",0,6,8,9,0,28,13,6,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b68283a3da769800e1a3dc39d6baf8c0","b68283a3da769800e1a3dc39d6baf8c0",0,0,8,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0
"78606f63a4bd04dbb9ae1b8ebe68b094","78606f63a4bd04dbb9ae1b8ebe68b094",0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,5,3,0
"2740b4ea76e4dd52c5ff2c8c492f4ee4","2740b4ea76e4dd52c5ff2c8c492f4ee4",2,1,4,3,0,3,4,4,0,3,0,0,0,4,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,1,0,0,0,6,2,0,4,1,0,0,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,3
"a716fb827a99f5791e711c7e799ca8d0","a716fb827a99f5791e711c7e799ca8d0",1,0,0,0,0,2,7,0,0,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,14,7,0,3,0,0,0,0,0,0,0,0,0,7,0,0
"ce192e5266d9fe5672ee89e68cc172c8","ce192e5266d9fe5672ee89e68cc172c8",0,0,0,0,0,3,0,7,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,17,0,0,0,6,0,0,4,0,0,0,0,0,7,1,1,4,0,0,1,0,2,0,6,0,4,0,0,5
"ec71c1f23c81600cea671fc81b698d37","ec71c1f23c81600cea671fc81b698d37",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0
"03a7499eb90a33d6a283e4cdabfe4880","03a7499eb90a33d6a283e4cdabfe4880",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"948123c4c81a0519ef87ac4e3cf237c4","948123c4c81a0519ef87ac4e3cf237c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2c9948f1d3d3990a23bc1f096e1eea76","2c9948f1d3d3990a23bc1f096e1eea76",0,0,0,0,15,0,0,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3cd8e851b4a2701c1b0768a28ef5c8ce","3cd8e851b4a2701c1b0768a28ef5c8ce",0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,0,0,0,6,0,0,4,0,2,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,2,0,0,0,0,0,3,5,6,0,0,0
"638b16f9b4a541bd1680fbde6d3f0bce","638b16f9b4a541bd1680fbde6d3f0bce",0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,4,7,0,0,2
"b00aa94a2e413aac4727b159f18cbb6e","b00aa94a2e413aac4727b159f18cbb6e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3282271b4a74dd23d7173e12613f599c","3282271b4a74dd23d7173e12613f599c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"90e466c8f62b46825620246f0d8d8f35","90e466c8f62b46825620246f0d8d8f35",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,5,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0
"b4339a81b599cb031b96dd0b57f9bb2d","b4339a81b599cb031b96dd0b57f9bb2d",0,0,5,5,10,0,0,5,9,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"7b9422d8cfce13630bd6ad649c6ea591","7b9422d8cfce13630bd6ad649c6ea591",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,0,2,2,4,0,0,0,0,1,0,0,0,0,2,0
"540be4548982a066b1f97c6bd4c8d73a","540be4548982a066b1f97c6bd4c8d73a",0,0,0,0,0,0,0,19,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,18,7,0,0,0,0,0,0,0,0,0,7,0,3,0
"150270518f5a515c5afa9d5b8f9065fe","150270518f5a515c5afa9d5b8f9065fe",0,0,0,3,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174427aa228a1246228f4fbecc9b9eb7","174427aa228a1246228f4fbecc9b9eb7",0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"067b48b05cbf50645a4afff52c05856c","067b48b05cbf50645a4afff52c05856c",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9ba39a3331c08adf5ed4a0acaa884bb7","9ba39a3331c08adf5ed4a0acaa884bb7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f4ca40dc3637bcdc14d7bf304b2383f","1f4ca40dc3637bcdc14d7bf304b2383f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fa0451cadf4c62f445f6bf18dfad0c38","fa0451cadf4c62f445f6bf18dfad0c38",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0
"a538c977fbb8922a3a8fb856c8d7ef5f","a538c977fbb8922a3a8fb856c8d7ef5f",0,0,4,0,0,0,15,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715322bc6d99b8decde4ba9bcc0425ca","715322bc6d99b8decde4ba9bcc0425ca",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54598c2dc4e1506998414539a76f2cde","54598c2dc4e1506998414539a76f2cde",0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7b2be6813ea202ea643bf7b0bd962452","7b2be6813ea202ea643bf7b0bd962452",3,0,0,14,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295de5e63e4fe4be5d0e3ae031b6165e","295de5e63e4fe4be5d0e3ae031b6165e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73d7a6f43de1ddc031e831b43d5bf981","73d7a6f43de1ddc031e831b43d5bf981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,6,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14fb572074de98a5e3447dc9a80993ff","14fb572074de98a5e3447dc9a80993ff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a3a282a1c80dd72c9c6556738993782e","a3a282a1c80dd72c9c6556738993782e",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9f0488fd8d02b5689ab547c2580b059e","9f0488fd8d02b5689ab547c2580b059e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
"2db02f73b269562f15726d2d798f9754","2db02f73b269562f15726d2d798f9754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89661b9fe0a28618eef3ffd3ac63546f","89661b9fe0a28618eef3ffd3ac63546f",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955085b1ca35dfc6a7103c13c9be66bd","955085b1ca35dfc6a7103c13c9be66bd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0
"b525dfad4eec9cb8650c3b32a2f51565","b525dfad4eec9cb8650c3b32a2f51565",0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0417be497d391645599c6d8427ceae40","0417be497d391645599c6d8427ceae40",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189756735ea82e248ac539ef56d892a4","189756735ea82e248ac539ef56d892a4",4,3,0,0,0,17,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fad6740a68d04b43bab4a319a5138953","fad6740a68d04b43bab4a319a5138953",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"596d186c3fc8f1103bd10f1b7b69e49a","596d186c3fc8f1103bd10f1b7b69e49a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a2b6c5beb67bfc0c75c9961f6b59a156","a2b6c5beb67bfc0c75c9961f6b59a156",0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8d6f31a92aff3922a54668fd64a07171","8d6f31a92aff3922a54668fd64a07171",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"bcf2560b52d0375b03825bf19e89a46e","bcf2560b52d0375b03825bf19e89a46e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
