formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C10H16N6O4S	[M - H]-	C10H15N6O4S-	Amino acids and Peptides	0,292	Small peptides	0,096	Imidazole alkaloids	0,077	Organoheterocyclic compounds	0,958	Azoles	0,711					Azoles	0,711	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Thioethers; Organic oxoazanium compounds; Trialkylamines; Amines; Tertiary amines; Sulfenyl compounds; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	315,087	479	7,985	650279932610090652	650277947189876372	1355	
1	C18H32O6	[M - H]-	C18H31O6-	Polyketides	0,828	Macrolides	0,880	Macrolide lactones	0,931	Organoheterocyclic compounds	0,979	Oxocins	0,514					Oxocins	0,514	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Oxocins; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	343,214	480	7,995	650279925500744284	650277962411006589	1552	
1	C18H28N2O9	[M - H]-	C18H27N2O9-	Amino acids and Peptides	0,365	Aminosugars and aminoglycosides	0,103	Aminosugars	0,035	Lipids and lipid-like molecules	0,669	Fatty Acyls	0,767	Fatty acid esters	0,584			Fatty acid esters	0,584	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	415,173	480	8,004	650279929103652212	650277982069710785	1816	
4	C18H22O11S	[M - H]-	C18H21O11S-	Terpenoids	0,855	Monoterpenoids	0,740	Iridoids monoterpenoids	0,318	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbohydrates and carbohydrate conjugates	0,980	Monosaccharides	0,980	Hexoses	0,951	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioacetals; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Monothioacetals; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	445,077	481	8,021	650279923969823001	650277983743238241	1848	
3	C32H33N7O3	[M - H]-	C32H32N7O3-	Alkaloids	0,955	Tryptophan alkaloids	0,355	Carboline alkaloids	0,083	Benzenoids	0,998	Benzene and substituted derivatives	0,969	Benzoic acids and derivatives	0,636			Benzoic acids and derivatives	0,636	Organic compounds; Organoheterocyclic compounds; Pyrazoles; Alkyl aryl ethers; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	562,259	482	8,026	650279994069228257	650277992433836771	1943	
2	C25H43N3O8S	[M - H]-	C25H42N3O8S-	Fatty acids	0,998	Eicosanoids	1,000	Leukotrienes	0,767	Lipids and lipid-like molecules	0,993	Fatty Acyls	0,991	Eicosanoids	0,969	Leukotrienes	0,866	Leukotrienes	0,866	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Hydroxyeicosatetraenoic acids; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Unsaturated fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Eicosanoids; Leukotrienes; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Long-chain fatty acids; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	544,271	482	8,028	650279932538787460	650277992282841807	1939	
1	C22H30O13	[M - H]-	C22H29O13-	Terpenoids	0,656	Monoterpenoids	0,938	Iridoids monoterpenoids	0,943	Phenylpropanoids and polyketides	0,945	Cinnamic acids and derivatives	0,928	Hydroxycinnamic acids and derivatives	0,859	Coumaric acids and derivatives	0,860	Coumaric acids and derivatives	0,860	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Epoxides; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	501,161	482	8,034	650279930634573369	650277991452369510	1920	
1	C23H41N7O10	[M - H]-	C23H40N7O10-	Amino acids and Peptides	0,667	Oligopeptides	0,496	Cyclic peptides	0,134	Organic acids and derivatives	0,973	Carboxylic acids and derivatives	0,831	Amino acids, peptides, and analogues	0,551	Amino acids and derivatives	0,510	Amino acids and derivatives	0,510	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imines; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Dialkylamines; Polyols; Amines; Secondary amines; Carboximidamides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	574,282	482	8,037	650279976167938356	650277992584831725	1945	
1	C15H20N4O3	[M - H]-	C15H19N4O3-	Alkaloids	0,864	Histidine alkaloids	0,097	Imidazole alkaloids	0,098	Organoheterocyclic compounds	0,999	Azoles	0,639					Azoles	0,639	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	303,145	483	8,046	650279927237186387	650277934434997238	1219	
1	C15H22O5	[M - H]-	C15H21O5-	Terpenoids	0,997	Sesquiterpenoids	0,991	Pentalenane sesquiterpenoids	0,299	Organic acids and derivatives	0,977	Carboxylic acids and derivatives	0,981	Dicarboxylic acids and derivatives	0,578			Dicarboxylic acids and derivatives	0,578	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Tertiary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	281,140	483	8,048	650279973542304007	650277920270831729	1040	
1	C13H20O4	[M - H]-	C13H19O4-	Fatty acids	0,605	Fatty Acids and Conjugates	0,232	Oxo fatty acids	0,043	Lipids and lipid-like molecules	0,709	Fatty Acyls	0,685	Fatty acid esters	0,617			Fatty acid esters	0,617	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	239,129	483	8,052	650279993981147847	650277905670458173	774	
1	C16H22O7	[M - H]-	C16H21O7-	Terpenoids	0,982	Sesquiterpenoids	0,975	Pentalenane sesquiterpenoids	0,119	Lipids and lipid-like molecules	0,845	Prenol lipids	0,754	Terpene lactones	0,617			Terpene lactones	0,617	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Terpene lactones; Sesquiterpenoids; Tertiary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	325,130	483	8,054	650280025086107831	650277951266740149	1413	
3	C13H20N2O9	[M - H]-	C13H19N2O9-	Amino acids and Peptides	0,346	Aminosugars and aminoglycosides	0,118	Mycosporine and Mycosporine-like amino acids	0,089	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbohydrates and carbohydrate conjugates	0,612	Monosaccharides	0,529	Monosaccharides	0,529	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Monosaccharides; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	347,112	483	8,055	650280029024559739	650277964952754962	1581	
2	C13H18O3	[M - H]-	C13H17O3-	Terpenoids	0,940	Sesquiterpenoids	0,738	Humulane sesquiterpenoids	0,225	Organic acids and derivatives	0,804	Carboxylic acids and derivatives	0,751	Monocarboxylic acids and derivatives	0,765			Monocarboxylic acids and derivatives	0,765	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	221,118	483	8,056	650280025006416011	650277900482103531	654	
2	C19H26N6O4	[M - H]-	C19H25N6O4-	Alkaloids	0,901	Pseudoalkaloids (transamidation)	0,431	Purine alkaloids	0,376	Organoheterocyclic compounds	0,997	Imidazopyrimidines	0,521	Purines and purine derivatives	0,677	Xanthines	0,627	Xanthines	0,627	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Carboxylic acid amides; Ureas; Purinones; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Primary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	401,194	484	8,063	650280029825671861	650277980995968867	1798	
1	C12H20O5	[M - H]-	C12H19O5-	Fatty acids	0,806	Octadecanoids	0,203	Macrolide lactones	0,578	Organic acids and derivatives	0,996	Carboxylic acids and derivatives	0,995	Dicarboxylic acids and derivatives	0,657			Dicarboxylic acids and derivatives	0,657	Organic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	243,124	484	8,065	650280038633710988	650277907029412819	806	
1	C12H18O4	[M - H]-	C12H17O4-	Polyketides	0,415	Cyclic polyketides	0,462	Simple cyclic polyketides	0,139	Lipids and lipid-like molecules	0,680	Fatty Acyls	0,567					Fatty Acyls	0,567	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	225,114	484	8,067	650280038671459746	650277901543262578	681	
2	C19H31N5O2	[M - H]-	C19H30N5O2-	Alkaloids	0,978	Histidine alkaloids	0,293	Purine alkaloids	0,294	Organoheterocyclic compounds	0,999	Diazines	0,627	Pyrimidines and pyrimidine derivatives	0,616			Pyrimidines and pyrimidine derivatives	0,616	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	360,239	484	8,069	650280067989658857	650277967897156694	1645	
2	C14H18O5	[M - H]-	C14H17O5-	Terpenoids	0,485	Sesquiterpenoids	0,370	Macrolide lactones	0,105	Organic acids and derivatives	0,964	Carboxylic acids and derivatives	0,971	Dicarboxylic acids and derivatives	0,575			Dicarboxylic acids and derivatives	0,575	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	265,106	484	8,069	650280067238878288	650277912897244744	931	
2	C28H44N2O8S	[M - H]-	C28H43N2O8S-	Amino acids and Peptides	0,684	Eicosanoids	0,186	Leukotrienes	0,136	Organic acids and derivatives	0,995	Carboxylic acids and derivatives	0,995	Amino acids, peptides, and analogues	0,982	Amino acids and derivatives	0,982	Alpha amino acids	0,846	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Dialkylamines; Polyols; Alpha amino acids; Amines; Secondary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	567,274	485	8,087	650280077263266210	650277992475779816	1944	
2	C12H19NO3	[M - H]-	C12H18NO3-	Alkaloids	0,624	Ornithine alkaloids	0,111	Piperidine alkaloids	0,063	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbonyl compounds	0,972	Ketones	0,772	Ketones	0,772	Organic compounds; Organoheterocyclic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	224,129	486	8,094	650280065867340553	650277901148997942	669	
1	C34H42N4O7	[M - H]-	C34H41N4O7-	Amino acids and Peptides	0,509	Oligopeptides	0,151	Cyclic peptides	0,078	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,996	Amino acids, peptides, and analogues	0,899	Amino acids and derivatives	0,886	Alpha amino acids and derivatives	0,755	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	617,303	486	8,096	650280081864418211	650277992702272257	1949	
1	C22H30O13	[M - H]-	C22H29O13-	Terpenoids	0,958	Monoterpenoids	0,934	Iridoids monoterpenoids	0,954	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbohydrates and carbohydrate conjugates	0,997	Monosaccharides	0,826	Hexoses	0,678	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	501,160	486	8,098	650280071496097597	650277991418815073	1919	
2	C9H17NO3	[M - H]-	C9H16NO3-	Alkaloids	0,649	Ornithine alkaloids	0,216	Aminoacids	0,311	Organic acids and derivatives	0,814	Carboxylic acids and derivatives	0,891	Amino acids, peptides, and analogues	0,845	Amino acids and derivatives	0,847	Amino acids	0,882	Organic compounds; Amino acids, peptides, and analogues; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Dialkylamines; Trialkylamines; Amines; Tertiary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186,113	486	8,099	650280068572667247	650277891736978537	416	
2	C15H22O7	[M - H]-	C15H21O7-	Polyketides	0,602	Macrolides	0,901	Macrolide lactones	0,955	Organic acids and derivatives	0,987	Carboxylic acids and derivatives	0,991	Dicarboxylic acids and derivatives	0,644			Dicarboxylic acids and derivatives	0,644	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	313,130	486	8,101	650280074016874551	650277943700215290	1325	
1	C2H10N6S	[M - H]-	C2H9N6S-	Alkaloids	0,911	Histidine alkaloids	0,520	Imidazole alkaloids	0,517	Organoheterocyclic compounds	0,999	Azoles	0,968					Azoles	0,968	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azoles; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	149,061	487	8,109	650280078446060144	650277881620316254	206	
1	C18H34N2O5	[M - H]-	C18H33N2O5-	Fatty acids	0,829	Ornithine alkaloids	0,040	Polyamines	0,017	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,999	Amino acids, peptides, and analogues	0,841	Amino acids and derivatives	0,839	Alpha amino acids and derivatives	0,585	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Amines; Primary amines; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	357,239	487	8,109	650280070514630315	650277967427394601	1636	
2	C16H32N6O10	[M - H]-	C16H31N6O10-	Carbohydrates	0,994	Aminosugars and aminoglycosides	0,278	Aminoglycosides	0,236	Organic oxygen compounds	1,000	Organooxygen compounds	0,995	Carbohydrates and carbohydrate conjugates	0,767	Glycosyl compounds	0,625	O-glycosyl compounds	0,575	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Cyclitols and derivatives; Cyclohexanols; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	467,215	487	8,116	650280090064283273	650277987056738580	1883	
2	C12H22O5	[M - H]-	C12H21O5-	Fatty acids	0,999	Octadecanoids	0,807	Dicarboxylic acids	0,711	Lipids and lipid-like molecules	0,891	Fatty Acyls	0,929	Fatty acids and conjugates	0,773	Hydroxy fatty acids	0,539	Hydroxy fatty acids	0,539	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	245,139	487	8,121	650280065317886626	650277907645975607	826	
3	C15H18O8	[M - H]-	C15H17O8-	Terpenoids	0,975	Sesquiterpenoids	0,936	Trichothecane sesquiterpenoids	0,427	Organoheterocyclic compounds	0,993	Oxepanes	0,612					Oxepanes	0,612	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Epoxides; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Gamma butyrolactones; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Oxepanes; Carbonyl compounds; Oxanes; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	325,094	488	8,125	650280069608660515	650277951170271147	1411	
1	C12H24O4	[M - H]-	C12H23O4-	Fatty acids	0,722	Macrolides	0,422	Macrolide lactones	0,784	Organic acids and derivatives	0,962	Carboxylic acids and derivatives	0,967	Carboxylic acid derivatives	0,812	Carboxylic acid esters	0,811	Carboxylic acid esters	0,811	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	231,160	488	8,128	650280074734100610	650277903770438237	730	
1	C8H14O	[M - H]-	C8H13O-	Shikimates and Phenylpropanoids	0,398	Phenylpropanoids (C6-C3)	0,411	Cinnamic acids and derivatives	0,328	Benzenoids	0,998	Phenols	0,944	1-hydroxy-2-unsubstituted benzenoids	0,891			1-hydroxy-2-unsubstituted benzenoids	0,891	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	125,097	488	8,136	650280068883045820	650277875777650222	93	
1	C9H14O3	[M - H]-	C9H13O3-	Fatty acids	0,871	Fatty Acids and Conjugates	0,635	Unsaturated fatty acids	0,389	Organic acids and derivatives	0,932	Carboxylic acids and derivatives	0,923	Carboxylic acids	0,817			Carboxylic acids	0,817	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	169,087	488	8,136	650280068224539948	650277886619927092	300	
