row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,15_N_GA7_1_23828.mzML Peak area,44_N_BD7_1_23810.mzML Peak area,42_N_BB1_1_23779.mzML Peak area,54_N_BD8_1_23811.mzML Peak area,45_N_BC2_1_23788.mzML Peak area,48_N_BC6_1_23800.mzML Peak area,QC2_N_BB7_1_23799.mzML Peak area,47_N_BE7_1_23819.mzML Peak area,36_N_BE6_1_23818.mzML Peak area,17_N_GB4_1_23833.mzML Peak area,QC5_N_BB7_1_23820.mzML Peak area,6_N_GA5_1_23826.mzML Peak area,25_N_GB1_1_23830.mzML Peak area,50_N_GB8_1_23838.mzML Peak area,48_N_BC6_1_23793.mzML Peak area,49_N_BE4_1_23816.mzML Peak area,14_N_BB8_1_23786.mzML Peak area,52_N_BC5_1_23791.mzML Peak area,33_N_GB6_1_23836.mzML Peak area,31_N_BC1_1_23794.mzML Peak area,19_N_BE2_1_23814.mzML Peak area,26_N_BE1_1_23812.mzML Peak area,46_N_BC4_1_23797.mzML Peak area,41_N_GB7_1_23837.mzML Peak area,35_N_BC7_1_23801.mzML Peak area,13_N_BD5_1_23808.mzML Peak area,37_N_BB6_1_23784.mzML Peak area,39_N_GA8_1_23829.mzML Peak area,43_N_BD6_1_23809.mzML Peak area,32_N_BD1_1_23803.mzML Peak area,51_N_GB5_1_23835.mzML Peak area,52_N_BC5_1_23798.mzML Peak area,QC3_N_BB7_1_23806.mzML Peak area,2_N_BB3_1_23781.mzML Peak area,29_N_BD3_1_23805.mzML Peak area,30_N_GB3_1_23832.mzML Peak area,9_N_GA3_1_23824.mzML Peak area,23_N_BB2_1_23780.mzML Peak area,31_N_BC1_1_23787.mzML Peak area,QC4_N_BB7_1_23813.mzML Peak area,18_N_BC8_1_23802.mzML Peak area,8_N_BB5_1_23783.mzML Peak area,24_N_GB2_1_23831.mzML Peak area,45_N_BC2_1_23795.mzML Peak area,11_N_BE8_1_23821.mzML Peak area,12_N_BD4_1_23807.mzML Peak area,QC8_N_BB7_1_23839.mzML Peak area,46_N_BC4_1_23790.mzML Peak area,QC1_N_BB7_1_23785.mzML Peak area,38_N_GA4_1_23825.mzML Peak area,27_N_BB4_1_23782.mzML Peak area,7_N_BE5_1_23817.mzML Peak area,20_N_GA1_1_23822.mzML Peak area,21_N_BE3_1_23815.mzML Peak area,3_N_BD2_1_23804.mzML Peak area,1_N_BC3_1_23796.mzML Peak area,QC7_N_BB7_1_23834.mzML Peak area,5_N_GA2_1_23823.mzML Peak area,QC6_N_BB7_1_23827.mzML Peak area,
791,241.18076167301797,18.671728,,,,,,,,,,,1883.4033,1732.332,1868.727,1911.1669,1857.2616,1876.1781,1767.3108,1601.1985,1937.4261,1711.9111,1820.9725,2046.8353,2290.5505,1682.4928,1990.5339,1890.9324,1759.1255,1851.6042,1877.028,1939.7118,1626.7688,1856.843,1781.7778,1720.2925,1959.9631,1686.2137,1853.3391,1684.1777,1691.4742,1658.082,1608.4761,1896.7947,1755.8994,1904.9105,1717.3982,2419.7356,1791.5841,2037.1938,1947.8033,1820.5963,1998.2522,1613.6819,1966.3876,1824.2275,1822.2721,1999.7994,1866.019,1823.9431,1951.5651,1742.9407,1885.5562,1661.1652,1709.1077,1664.2673,1798.9435,1760.5414,1780.4469,2158.517,1787.0714,
792,242.07964888368073,1.1920768,,,,,,,,,,,9700.194,1480.3516,0,0,5639.614,6534.7715,2409.5388,8172.6074,2223.97,3199.5264,2494.419,2165.0474,0,0,6179.755,0,4646.3936,0,0,2241.0654,7313.318,0,4694.274,3350.7805,997.22253,6951.092,2002.8433,3285.8386,7230.918,1174.1074,0,0,2383.2883,3388.854,1349.1359,0,1775.3717,10377.323,2112.737,2493.8599,1728.68,0,9453.41,5900.7144,1832.781,3493.1387,2475.4036,4949.139,2208.365,1081.8566,6085.2983,1364.165,7163.876,9166.046,1835.3865,1536.8267,2619.9753,3385.3792,2497.134,
793,242.10340233072088,5.327015,,,,,,,,,,,0,0,0,2206.1748,0,0,1404.1747,0,874.75604,1281.185,1564.2247,0,0,3066.253,0,0,0,1692.7915,0,0,0,0,888.74634,0,0,0,0,0,0,0,0,1780.4354,990.6091,0,930.2323,0,0,0,0,915.6538,0,0,0,0,0,0,1506.7037,807.9517,1453.2184,555.9389,0,0,0,0,1396.6036,0,0,0,0,
794,242.10350741791106,5.4018373,,,,,,,,,,,0,879.1103,0,0,0,0,0,0,0,0,0,0,0,0,0,3217.2139,0,0,994.52783,723.79266,0,0,0,1502.1497,1492.7833,0,0,1426.8027,1043.2848,947.98517,0,0,0,682.4903,0,0,913.50885,766.7444,0,0,801.6675,0,0,0,1117.8528,0,0,0,0,0,1009.08307,1009.96436,1186.2417,1118.9867,0,1117.3541,1624.7595,621.317,1576.4885,
795,242.13872280818322,7.131479,,,,,,,,,,,0,1800.0204,2242.32,2647.135,482.75192,0,1949.5798,2216.871,1934.1912,2113.1028,2239.7656,2361.7715,0,3931.1243,0,3813.5576,0,2553.5842,1780.4456,0,1973.8265,0,0,2235.7532,2718.3518,0,0,2366.9668,0,2393.1545,1091.376,2742.9033,0,1746.2802,1565.4784,0,0,0,0,0,1526.187,0,1579.6554,0,0,1209.9946,2901.468,0,2675.797,2012.2866,0,1676.9424,3116.9062,0,1861.1487,0,2075.4492,1729.6625,2095.9946,
796,242.13928368730782,7.3790627,,,,,,,,,,,2352.318,11406.836,13382.242,11347.853,2228.4277,479.9692,14024.172,16684.104,12308.488,15112.029,14714.849,17451.68,0,11056.723,478.9057,6442.524,14762.445,4984.475,8349.08,6709.541,18240.938,1570.5734,8260.754,12717.662,13167.604,0,4073.1084,13955.079,10183.911,12734.362,1495.0449,5192.971,14322.408,7675.8364,8129.6113,3692.661,6256.1465,6665.6914,6715.6094,14410.11,9763.045,13021.468,7236.264,2165.3584,7036.3955,6358.0415,14932.539,8042.299,12550.819,7361.815,8338.362,9274.298,15660.155,19211.291,7392.518,9819.318,13986.993,10891.72,15077.74,
797,242.13927539953616,7.955978,,,,,,,,,,,0,2888.7822,2294.217,3905.176,0,0,3543.6848,2323.1904,2877.33,5228.209,3480.965,2931.7556,0,4410.3833,0,3769.4658,1469.1907,2412.1963,3743.412,2094.8203,2486.426,1095.3691,2408.714,5282.194,5009.924,0,1537.8799,3984.816,3517.1985,2876.5627,594.0745,2713.4387,3205.372,2147.9846,2647.0796,0,2204.2078,2794.2488,1841.908,3348.1633,3649.1318,1730.5558,1862.9576,709.1749,2513.6128,1720.5769,3590.3047,2413.9695,3110.9868,2297.0674,3345.8176,2755.8713,3795.4785,3826.4834,2783.2678,2813.327,3489.8877,2678.7268,3381.2744,
798,242.1394422111885,6.91377,,,,,,,,,,,0,32558.008,33587.395,36728.48,5789.9478,0,27502.463,37972.7,23338.35,31159.549,28748.41,37854.18,0,41068.61,0,24341.848,24239.814,16247.652,18564.639,14063.868,34628.797,0,17947.68,30384.432,30110.523,0,9469.779,36106.195,23985.95,28901.406,4553.5176,16668.145,28212.416,21965.127,19858.025,7668.9175,15602.974,18197.85,14451.303,28217.443,21197.682,26331.2,15120.118,5793.634,16313.278,13743.212,28246.78,17391.668,25509.78,17685.656,20355.496,28564.008,40100.617,36828.39,20733.209,22713.264,28542.176,21565.764,28276.895,
799,242.13947837073349,9.475538,,,,,,,,,,,0,3363.4988,3359.95,0,0,0,1052.496,4653.0884,1709.8701,2226.5046,1047.3969,3277.2202,0,0,0,0,3646.2178,0,1177.2126,636.87616,4336.9966,392.61145,1418.0924,1973.0853,1411.7748,0,843.74243,2776.3455,1863.8375,2057.2964,0,0,1039.3591,2161.6619,1237.7374,0,1402.5203,1220.6285,596.2355,1067.3834,1598.2595,3503.8176,1040.7247,0,2520.4448,814.58704,1081.1715,1510.4531,1150.6028,913.5903,1252.1562,2391.4282,3057.7922,3674.4436,1737.8552,2694.7954,1145.4353,1074.8689,1016.33057,
800,242.1395028023487,9.043286,,,,,,,,,,,1255.424,0,0,0,1237.612,1439.4177,2555.9624,3626.678,1791.426,3282.6887,2637.2253,0,0,0,1327.4757,0,3280.6418,0,1636.5724,1614.0175,4770.386,1867.791,1575.6191,1715.2878,4001.7024,878.9069,2505.4702,0,4475.8745,4551.535,0,0,2660.6091,6140.6567,3158.9473,1503.6117,547.59656,4920.247,1436.3093,2733.7463,2651.5386,661.6213,4291.6704,1241.8384,0,0,2618.4573,1704.9281,2597.92,1399.6193,2130.9888,0,4662.9507,3825.2056,1383.5402,1633.0913,2766.4045,3033.347,2746.8792,
801,242.1758750299773,10.157853,,,,,,,,,,,48581.168,69233.48,55911.688,43897.47,42035.67,34206.95,93211.2,54313.496,55338.65,54177.27,98706.19,59270.332,41414.45,47689.41,33992.38,65784.46,53447.195,38690.676,54361.984,50601.883,59940.8,60648.22,48296.79,56777.832,44201.863,46534.633,58090.58,64343.574,57202.918,55748.902,31167.295,38291.023,94681.73,73906.32,52966.32,49337.93,52021.22,44878.13,50925.9,95850.74,42638.043,52848.426,39278.215,39607.4,44499.15,41947.6,98381.336,47087.914,90739.73,82505.32,59770.297,63605.2,56530.12,61303.133,50006.586,91126.164,98441.805,45602.277,97287.02,
802,243.06166957776298,1.8031756,,,,,,,,,,,0,1247.5581,0,0,0,0,1778.7878,0,0,1330.5792,1826.754,0,0,0,0,0,821.7202,0,0,3325.4094,0,0,1381.265,1139.2139,2826.8674,0,0,1535.035,0,6277.423,0,0,1810.245,1392.9034,0,0,1441.635,0,3219.8643,1745.5692,1529.8688,1099.7931,0,0,0,0,1781.815,0,1788.3967,2216.0405,0,1865.3364,2215.4773,0,1293.0824,1852.6865,2008.9153,0,1959.3848,
803,243.1236457502929,10.524976,,,,,,,,,,,0,0,0,1985.4681,0,0,907.21277,0,0,924.935,942.8122,0,0,2133.8396,0,0,0,0,0,0,0,0,0,825.1309,1016.2646,0,0,0,0,0,0,0,961.3503,0,0,0,0,0,0,1018.1482,0,0,0,0,0,0,995.0558,0,914.3803,0,836.2238,0,1002.9489,993.29034,0,0,0,874.9448,986.7073,
804,243.12370212783122,8.59255,,,,,,,,,,,2737.7688,7531.4536,4002.7546,2182.5256,4016.6653,11112.787,5456.993,5886.375,2970.0833,2749.1697,5571.953,3928.3137,5618.2466,2339.1484,12629.253,1462.8147,3849.2688,1291.8912,2622.685,3248.5796,8486.128,3171.9053,7823.872,2859.5427,3053.225,2029.7623,3151.674,4509.6016,4152.512,3983.7217,1447.7953,1510.2959,5988.784,2852.6926,2067.9675,5556.628,2534.366,8445.458,3732.1743,5598.382,2716.3828,3818.7703,8656.346,4609.1636,2767.1692,1848.5496,5624.087,8184.7354,5343.865,3387.877,2952.1248,3435.1628,9097.533,6748.3794,2644.646,3410.164,5275.7104,2801.6472,5362.7705,
805,243.1237247956662,8.253828,,,,,,,,,,,5998.005,7990.551,7235.2754,4297.4917,7232.76,7201.7686,9921.956,13273.3,7351.0356,9267.619,10217.832,8344.991,5606.452,3552.4814,6915.3394,2629.1938,9380.581,1779.6195,5056.273,7506.6357,16210.765,8618.131,6656.8457,8850.132,9043.521,4272.369,6575.8564,9244.031,11713.5,10183.111,0,1576.339,9921.682,4788.6714,6871.604,5780.6226,4192.731,12359.2705,7565.1436,10168.241,10304.599,6889.8145,11421.942,6946.997,5080.4473,3755.0771,10232.664,6035.714,9651.537,5447.4937,8700.197,6468.6196,14150.475,15221.698,4857.0435,7053.3203,10745.066,5788.1978,10515.755,
806,243.12380470149327,8.068562,,,,,,,,,,,2782.506,6948.809,7993.3296,3256.1536,5018.34,6131.1685,11134.215,9079.953,7744.728,4157.9463,11674.261,7502.3794,20373.244,3427.4985,6328.962,1722.8158,4693.1816,1395.0195,6098.609,9446.137,29451.857,9692.298,6495.506,7229.582,5397.2393,1786.6029,8106.661,12388.457,8122.1064,7311.5957,0,1561.5912,11279.504,3061.1099,3232.8306,30435.682,2490.5935,21662.963,9228.504,11900.426,3141.208,4036.273,34725.316,4910.5645,3003.533,1893.2013,11738.349,6231.694,10785.345,6420.586,6973.436,4299.2915,19291.756,18860.826,2903.9604,3970.435,11626.679,3192.366,11347.383,
807,243.1345556529145,5.796034,,,,,,,,,,,0,1186.5308,1424.8038,1497.1102,0,0,1295.0645,1629.404,1055.4897,1460.6067,1309.1976,1930.4009,0,1718.7437,0,0,1302.4653,0,724.959,0,1700.5729,0,0,1363.0741,1105.1901,0,0,2558.7056,912.4568,1178.5593,0,0,1205.0731,0,0,0,0,0,0,1198.8662,0,1253.3551,0,0,0,0,1318.2845,766.656,1173.0063,0,0,1105.2021,1685.6199,1785.1647,679.97266,0,1331.445,0,1215.3904,
808,243.1352805384303,7.3586183,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314.9087,0,0,1860.9498,0,0,4061.338,0,1286.3165,0,0,3700.7368,0,0,0,14367.129,0,0,0,2608.0605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12551.64,8888.643,4593.6934,0,0,5042.8813,0,
809,243.16011465957652,16.654669,,,,,,,,,,,1928.4861,2892.7397,2684.2705,1303.3223,2468.1,0,3309.5093,2880.7705,2904.6123,3140.2798,3359.5042,2108.0137,2210.0142,1725.8279,2096.3184,1673.0928,2175.668,1306.1172,3103.639,2441.9102,3206.6035,2437.9863,2318.5256,3188.882,2861.956,0,2903.417,3041.8396,3238.0117,3110.6565,1119.0468,1398.2357,3334.3354,2182.7761,2991.0334,2075.854,1758.1989,2553.3093,2734.4702,3336.2588,2534.922,1731.1682,2423.7166,2476.724,2222.1865,1889.3315,3388.1355,2394.612,3203.2073,3474.5623,2689.8064,2392.2136,3312.4155,3230.8071,2132.2864,2550.2163,3405.5632,2449.8887,3466.1125,
810,243.16013986963233,12.097353,,,,,,,,,,,9656.654,10112.235,12047.114,10287.693,10415.296,9504.557,11963.792,9218.33,10242.665,9772.009,10848.479,9389.16,10978.725,8644.018,9961.493,9775.544,11295.137,9778.231,9405.034,11071.771,10246.582,10428.893,10724.146,9209.666,10644.268,9680.19,11599.221,11013.105,10038.926,9791.269,8212.915,10190.585,11148.141,11924.3125,9891.359,11075.604,8978.947,11885.675,12165.364,10862.049,9859.2705,10813.679,9201.993,9813.81,9272.863,8853.524,10400.19,11349.57,12803.853,9607.838,12122.798,9366.8,9635.313,10403.987,9582.2705,11262.431,10802.662,9503.877,10435.088,
811,243.16019144988087,16.106968,,,,,,,,,,,3929.2244,4558.6816,5951.74,4344.118,5469.2046,4612.48,4966.877,4075.6912,4216.6934,3999.0034,4355.6646,4172.893,3780.2183,3843.5825,5131.4033,4324.663,5537.2866,4778.245,3994.8928,5193.5444,4246.5513,4664.7964,5016.623,3799.3047,4917.222,4263.346,5782.793,4182.2446,4505.8027,4668.62,3882.9956,5098.4204,4693.731,6063.049,4646.5464,4218.7114,4338.811,6088.7773,5885.134,4425.1035,4585.341,5597.086,3986.7856,5012.3315,4024.2556,4657.59,3864.439,5331.771,5523.9473,4374.228,6061.3887,4678.43,4146.3994,4280.091,4747.1104,5341.673,3899.9053,3827.3293,4244.249,
812,243.19575425196265,14.294833,,,,,,,,,,,1675.2589,1845.8279,1795.2277,2674.0142,1481.575,2419.7615,2186.9985,2114.7122,2633.494,2255.0881,2274.5525,2569.1748,2419.0015,1735.9381,2408.8438,1713.2108,1507.3849,1602.544,1602.746,1673.8254,1810.9509,1660.001,1659.4814,2200.2285,2216.4932,1738.7385,1652.2262,1883.0104,1846.6561,1604.1188,1601.0795,1595.0277,2060.8777,1490.3608,1813.6505,2374.3728,1802.3018,2164.9424,1709.8696,2185.1113,2406.7163,1441.9331,2389.0256,1624.2178,2092.2554,2355.929,2244.0442,1641.2672,2049.852,1930.4504,1550.3186,1723.2634,1896.4725,1985.1813,1656.788,1724.709,2265.5242,2472.543,2308.2302,
813,243.19579383218885,18.648415,,,,,,,,,,,1228.8606,2689.4753,1198.4868,1396.3613,1772.817,3937.889,1770.0144,3072.1538,1985.41,1276.0283,2061.538,1791.6117,3735.6104,1148.45,3644.5173,1194.0883,1226.7639,1086.8021,1703.2096,1280.543,1349.0376,2417.5322,1348.3148,1223.074,1425.2153,1176.7443,1343.0074,1319.6959,1345.5896,1184.6532,1065.7318,1224.5708,1802.3751,1141.6265,1234.684,4175.182,1277.1849,1734.5826,1603.2646,1876.03,1367.2377,1055.1322,1959.6471,1561.1499,1211.8884,1342.5466,2019.2229,1149.328,1863.0809,1178.8016,1294.7028,1055.6207,1202.5098,1430.8531,1140.5365,1217.4252,1893.894,1863.8682,1931.5928,
814,243.96725656146708,1.3923044,,,,,,,,,,,3333.7498,0,526.39746,0,898.4203,518.00903,2475.6333,651.93585,668.3149,6350.783,3623.3108,1042.7567,1201.2025,0,706.5773,0,2502.8638,0,645.2337,998.11096,2335.228,0,1120.9407,3291.3086,4231.2026,4141.4707,6339.2197,3533.1882,1579.9866,5122.585,0,0,3456.6099,4525.3057,1592.5961,1942.8242,813.8451,1264.8367,1265.8392,2519.2957,7562.597,891.621,1483.1233,947.25586,2094.7156,1726.1106,3626.0977,1491.7753,3468.61,3446.5142,791.5036,1444.6302,1513.1189,2502.9148,4435.208,6746.144,3872.2915,5040.003,3693.2048,
815,243.96778721509008,1.8236125,,,,,,,,,,,1422.8722,0,0,0,629.57635,587.1102,1466.5364,825.77594,654.3666,2942.0957,1505.1317,654.06616,821.4363,0,562.21155,0,1098.1107,0,643.9838,698.5364,1141.7219,430.1335,788.7123,1727.3146,1437.2787,1602.9905,2259.556,1580.9401,843.43384,1546.3319,0,0,1552.6669,1344.7651,932.4391,964.467,666.8737,757.2378,708.3094,1380.889,2919.1565,642.72314,875.32904,639.293,1234.4567,888.02075,1519.9055,748.8921,1464.5171,1563.6393,868.2783,786.7893,890.00116,1204.7112,1512.0841,1971.8418,1583.6863,1268.8479,1611.8801,
816,244.07311618583066,6.856194,,,,,,,,,,,0,1752.5569,0,2383.0635,0,0,0,1708.0549,0,0,0,1202.6368,0,2326.7124,0,2336.0642,0,0,0,0,0,0,0,0,1562.6179,0,0,931.6911,0,1508.0847,0,0,926.9463,1606.1343,0,0,0,0,0,0,0,0,0,0,0,0,831.9225,0,0,0,0,1232.0459,1871.2302,926.9093,0,0,778.65173,0,0,
817,244.11882618618975,5.4110785,,,,,,,,,,,515.4908,1250.5807,932.99506,0,0,0,0,0,0,0,0,0,0,0,0,2578.2578,762.39545,0,1089.0813,758.6971,1072.4641,0,0,1690.5829,1899.2537,0,0,1623.5957,1159.4384,1171.2855,0,0,0,997.94885,0,0,1070.2405,816.62305,715.6201,0,963.0125,0,0,0,1462.7817,549.25745,0,0,0,0,1112.7242,1578.6978,1620.6996,1433.7805,0,1528.6476,1662.859,1361.7777,1839.1284,
818,244.11892274721833,5.3390274,,,,,,,,,,,0,0,0,1852.4396,0,0,1738.2362,992.81024,1318.7203,1388.933,1876.3422,1712.6584,0,2384.4075,0,0,0,1624.5575,0,0,0,0,1065.2163,0,0,0,460.96887,0,0,0,0,1651.2747,1536.3894,0,917.92444,0,0,0,0,1867.4246,0,947.42694,605.6594,0,0,0,1629.8821,952.9854,1505.7135,866.8293,0,0,0,0,1590.5715,0,0,0,0,
819,244.11898316417012,5.668559,,,,,,,,,,,0,1487.5427,1772.4722,1768.7029,0,0,0,1354.0155,1349.1041,1220.7753,1477.7195,1294.7129,0,1061.6812,0,1123.1539,1862.362,0,827.11127,814.6861,1921.8939,0,986.59064,1493.5282,1028.3545,0,0,1061.1606,856.2253,1378.6826,0,0,1037.4109,877.7656,594.4247,0,580.49066,839.7221,811.2027,955.45337,1038.3094,1793.2955,565.6772,0,1048.788,0,1115.1708,971.1928,1603.9446,768.8807,1120.9065,823.348,1695.975,2409.5598,700.6136,1304.6183,1656.6932,1187.6892,1545.7888,
820,244.1190804309482,6.6204267,,,,,,,,,,,0,509.67432,0,657.89844,0,0,0,0,0,0,0,0,0,918.5374,0,1495.5787,0,0,0,849.2823,0,0,0,0,1042.2703,0,0,0,0,0,0,0,0,0,0,0,0,898.9585,866.14496,0,746.53564,0,610.47925,0,0,0,0,0,0,1446.1212,0,0,0,0,848.88873,0,0,0,0,
821,244.1194871340681,7.200732,,,,,,,,,,,0,1809.3367,1819.102,2336.2373,0,0,2352.0557,2250.3843,1945.7156,2183.1013,2368.9883,2360.5442,0,2506.2847,0,1586.9484,1771.8208,828.7789,1531.7021,0,2098.6992,0,1515.0355,2529.0488,1992.4,0,0,2547.967,1927.0558,1839.7896,0,798.04663,2264.6978,1308.8655,1701.2877,0,1336.2238,0,1097.4305,2267.6685,1629.1713,1784.6212,0,0,1479.2787,0,2229.677,1405.3014,2201.476,1421.5594,1843.7817,1749.7325,2326.8162,2564.8235,1660.1293,1815.9525,2276.7988,1549.0665,2203.4558,
822,244.15524233480673,7.862738,,,,,,,,,,,1575.6179,5296.6367,5461.7295,5963.5825,1117.1217,0,5296.5103,6268.6284,4666.534,5561.5996,5422.1763,7268.9854,0,6293.957,0,4548.864,5056.164,2752.543,3540.0083,2576.6208,6578.088,1143.6714,3531.4941,5643.7954,5143.5522,723.2922,1893.8936,6101.924,4494.2065,4746.741,1115.7166,2966.6658,5452.4067,3291.1338,3671.9192,1659.735,3279.0798,3146.4258,2505.1404,5583.0186,3908.7332,5438.387,2582.3389,1143.5424,3972.3135,2342.0435,5745.6035,3449.0183,4891.2617,2963.28,4094.7603,4994.142,6203.942,6986.69,3977.1362,4626.662,5523.705,4147.491,5389.3223,
823,245.04298832669429,1.206483,,,,,,,,,,,6850.688,5275.1943,6218.147,0,6441.8677,6526.011,4285.5273,7851.68,5035.021,5557.4907,4227.2827,6768.541,2992.1707,0,6309.3555,0,5467.9727,0,4601.7563,7032.7085,6859.512,4717.389,7113.592,5562.926,4173.262,6004.2285,5604.6323,5899.067,7557.005,3506.1912,0,0,4231.3022,4737.0107,4867.1973,0,11181.089,7831.933,6664.1445,4374.7515,5741.37,4854.032,7501.0225,7019.3413,9116.105,5140.3354,4216.5063,6667.912,4033.6448,5081.5503,6742.8486,12041.744,7201.5366,7455.562,9665.304,3680.209,4298.501,4371.4565,4214.67,
824,245.10333886367303,8.649369,,,,,,,,,,,0,5785.8716,924.34186,0,0,1654.6113,2188.8928,0,1006.3119,0,2096.9934,1662.1945,0,0,1637.6833,0,3435.9968,0,7241.9263,0,4018.7236,0,2554.055,788.6571,0,0,0,2471.685,0,0,0,0,2284.149,0,0,1700.825,1256.486,0,0,2256.559,1389.7611,9438.247,0,0,1483.1365,954.5814,2209.2817,2508.7966,2079.2002,0,0,4929.1626,0,0,0,12621.06,2194.0417,0,2179.1694,
825,245.13809558698125,8.634932,,,,,,,,,,,1502.1909,0,1312.079,955.5242,1517.0383,1811.1925,2671.4924,1447.1198,2048.3,2023.8713,1812.4786,1933.7839,2042.9331,990.7353,1810.1876,928.616,0,753.50946,0,2555.1353,3216.724,2311.6724,0,1594.5385,1953.9464,1311.6099,1766.2635,1751.894,1811.2115,2608.64,601.92957,670.5464,2736.4468,1649.9371,1503.9532,2401.1382,948.6452,3782.5146,2264.1624,2179.5913,2012.8915,0,3718.2893,1305.0054,0,0,2394.4658,0,2038.9221,1999.6029,1965.8608,0,3466.0242,3407.3103,1578.9187,0,1933.5924,1707.2513,2290.9197,
826,245.1392123795501,8.120489,,,,,,,,,,,7227.152,2187.028,2980.0225,0,4387.5757,5246.592,5410.945,4330.0938,1846.2804,3021.2542,5458.3633,1056.3213,3052.552,0,5011.8145,0,3657.1335,0,1970.2346,2739.07,9000.097,4090.684,4529.057,3181.8206,3125.323,4121.6494,5779.399,4771.4927,9666.431,5618.171,0,0,5390.9487,5961.054,4413.5776,5460.184,0,8133.9214,2688.2485,5519.5015,3486.7708,1233.2789,8964.247,4537.009,1973.1261,1142.5499,5572.708,4499.0444,4914.9043,3111.2288,3796.105,1336.5775,6701.3896,8198.752,2566.7725,3217.208,5337.543,3798.192,5468.6313,
827,246.09756462226815,2.9228632,,,,,,,,,,,1000.3709,6703.8403,2231.9639,0,1976.4298,5783.591,6325.9077,1579.5425,2649.6306,4072.607,6634.796,23563.535,7815.811,0,6040.8774,0,1822.1842,0,3025.887,7441.3916,2092.1777,3219.2546,5661.3174,3820.5918,9154.973,0,2014.5734,4110.2856,2136.9202,2875.6855,0,0,6537.7476,2719.7769,3109.2395,778.3851,11859.098,766.0626,7507.609,6711.423,4452.4756,6359.6606,2947.8328,2003.1041,17905.084,5098.513,6602.8916,5367.5874,6213.747,11956.406,1695.0836,18992.383,0,803.78186,23662.8,7688.454,6550.4067,4702.7397,6561.9634,
828,246.13458251905,5.9448647,,,,,,,,,,,1322.4491,4653.6265,5200.324,5829.0376,744.09186,0,4802.482,6138.726,4422.8066,5121.498,5464.5493,6820.6895,0,5544.1704,0,3752.4954,5519.4175,2545.1345,3057.5056,2317.3167,6302.962,666.81445,3287.1995,4843.1606,4614.051,0,1520.027,5714.925,3908.2373,4677.1763,780.91034,2655.3328,4677.106,3063.0298,3178.327,1226.2732,2764.1724,3017.0757,2272.8481,5000.9087,3326.1907,5611.9087,2220.0552,773.26807,3536.0122,2027.1984,4772.4487,3012.5754,4893.472,2567.3252,3692.2551,4542.5215,6018.37,6886.764,3134.8142,4504.382,5251.0566,3958.5344,4964.5566,
829,246.13460899712527,5.715883,,,,,,,,,,,2326.569,11753.808,14323.099,13779.638,1617.1407,0,11286.384,17377.234,9979.734,13180.76,11966.831,19903.773,0,11980.601,0,7132.639,15359.409,5335.2295,5592.3394,4766.5293,18652.045,1507.5616,6735.7744,10643.766,10145.959,952.4827,3236.435,12554.174,8520.979,11457.732,1435.81,5407.3613,11401.793,5905.781,6158.1553,2206.8328,6768.5083,5225.3354,4635.0938,11362.352,7262.7,15959.476,5136.545,1735.8048,8702.114,4247.6274,11717.739,6574.2134,11043.421,4882.4175,6625.636,12874.088,15463.63,18836.225,6891.0923,10413.959,11772.912,8421.401,11946.44,
830,247.00215139406995,9.900694,,,,,,,,,,,7000.11,0,3834.7744,0,0,7834.768,0,7965.6934,0,8086.788,0,0,0,0,0,7354.2495,0,0,8005.124,5741.0005,7958.7466,0,0,0,6756.107,8226.25,0,0,7787.7173,0,0,0,6840.0835,6528.6772,6919.0,0,0,7025.391,0,0,6750.956,5682.4395,0,7683.0547,0,0,6890.7812,0,0,7075.608,6934.9775,0,0,0,7041.753,7061.567,7628.8184,6545.9263,6844.579,
831,247.00210190253296,9.935897,,,,,,,,,,,0,6934.809,0,7227.6816,6015.821,0,7338.217,0,7921.0396,0,7717.621,6693.6655,6880.1333,7482.4346,7439.5166,0,7094.374,7530.799,0,0,0,8028.3286,7839.197,6805.053,0,0,5915.6973,7993.1055,0,7652.857,8105.9893,7747.6685,0,0,0,6902.294,7421.0234,0,5918.772,6492.9033,0,0,7717.13,0,8008.2285,7852.977,0,6562.685,6357.902,0,0,7076.8496,7547.784,7706.9575,0,0,0,0,0,
832,247.15447240139005,7.0241446,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1834.9917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972.219,0,0,0,0,0,0,967.95013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
