formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C11H18O4	[M - H]-	C11H17O4-	Fatty acids	0.636	Fatty Acids and Conjugates	0.225	Dicarboxylic acids	0.149	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.990	Dicarboxylic acids and derivatives	0.509			Dicarboxylic acids and derivatives	0.509	Organic compounds; Lipids and lipid-like molecules; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	213.113	570	9.506	857766992610414156	857736938609984367	857736938609984366	877	
1	C18H25F3N4O	[M - H]-	C18H24F3N4O-	Alkaloids	0.988	Histidine alkaloids	0.093	Imidazole alkaloids	0.093	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.959	Aralkylamines	0.529	Aralkylamines	0.529	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Organofluorides; Dialkylamines; Amines; Secondary amines; Alkyl halides; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	369.191	570	9.506	857767022503219188	857736988610290478	857736988610290477	2489	
1	C20H27ClN4O3	[M - H]-	C20H26ClN4O3-	Alkaloids	0.923	Histidine alkaloids	0.129	Imidazole alkaloids	0.129	Organic acids and derivatives	0.963	Carboxylic acids and derivatives	0.911	Amino acids, peptides, and analogues	0.675	Amino acids and derivatives	0.673	Amino acids and derivatives	0.673	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aryl chlorides; Carboxylic acid derivatives; Carboxylic acid hydrazides; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	405.168	570	9.508	857767334207116222	857736996571080635	857736996571080634	2722	
1	C33H46N4O10	[M - H]-	C33H45N4O10-	Carbohydrates	0.264	Nucleosides	0.193	Polyamines	0.058	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.983	Amino acids, peptides, and analogues	0.586	Amino acids and derivatives	0.580	Amino acids	0.669	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	657.312	571	9.511	857767475102178525	857737020541531355	857737020541531354	3385	
2	C33H50O13	[M - H]-	C33H49O13-	Terpenoids	0.992	Diterpenoids	0.848	Pimarane and Isopimarane diterpenoids	0.310	Lipids and lipid-like molecules	0.956	Prenol lipids	0.848	Terpene glycosides	0.773	Diterpene glycosides	0.851	Diterpene glycosides	0.851	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Diterpenoids; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Diterpene glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glucuronic acid derivatives; Polyols; Kaurane diterpenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	653.317	572	9.528	857767604026695932	857737020252124329	857737020252124328	3375	
1	C18H32N2O3	[M - H]-	C18H31N2O3-	Alkaloids	0.914	Lysine alkaloids	0.229	Quinolizidine alkaloids	0.255	Organoheterocyclic compounds	0.598	Piperidines	0.681					Piperidines	0.681	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Piperidines; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	323.233	572	9.540	857766956619090797	857736974244797112	857736974240602807	2061	
1	C12H20O3	[M - H]-	C12H19O3-	Terpenoids	0.435	Monoterpenoids	0.339	Menthane monoterpenoids	0.048	Lipids and lipid-like molecules	0.894	Fatty Acyls	0.802	Fatty acid esters	0.772			Fatty acid esters	0.772	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	211.135	573	9.553	857767662646290173	857736938454795089	857736938454795088	871	
1	C13H20N6O5S	[M - H]-	C13H19N6O5S-	Carbohydrates	0.986	Nucleosides	0.979	Purine nucleosides	0.958	Nucleosides, nucleotides, and analogues	0.827	5'-deoxyribonucleosides	0.597					5'-deoxyribonucleosides	0.597	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Sulfenyl compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxyribonucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	371.113	574	9.562	857767830955323169	857736988870337366	857736988870337365	2497	
1	C11H17FN4O2	[M - H]-	C11H16FN4O2-	Alkaloids	0.938	Pseudoalkaloids (transamidation)	0.305	Purine alkaloids	0.280	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.921	Tertiary amines	0.756	Dialkylarylamines	0.573	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Lactams; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Alkyl fluorides; Diazines; Organofluorides; Amines; Tertiary amines; Tertiary alkylarylamines; Alkyl halides; Vinylogous amides; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	255.124	575	9.585	857767788798373370	857736950316288951	857736950316288950	1298	
1	C10H18O3	[M - H]-	C10H17O3-	Fatty acids	0.978	Fatty Acids and Conjugates	0.954	Hydroxy fatty acids	0.320	Lipids and lipid-like molecules	0.767	Fatty Acyls	0.762	Fatty acids and conjugates	0.802	Medium-chain fatty acids	0.558	Medium-chain fatty acids	0.558	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	185.118	575	9.590	857767831672549216	857736930229763460	857736930229763459	574	
1	C17H28N6O8S	[M - H]-	C17H27N6O8S-	Carbohydrates	0.419	Nucleosides	0.188	Purine nucleosides	0.240	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.983	Amino acids, peptides, and analogues	0.881	Peptides	0.512	Peptides	0.512	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Alpha amino acid amides; Amines; 1,2-diols; Sulfenyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	475.162	575	9.591	857767848739172916	857737007786651017	857737007786651016	3014	
2	C19H29N3O3	[M - CH3 - H]-	C18H25N3O3-	Alkaloids	0.996	Tryptophan alkaloids	0.416	Pyrroloindole alkaloids	0.331	Organoheterocyclic compounds	0.994	Indoles and derivatives	0.511					Indoles and derivatives	0.511	Organic compounds; Organoheterocyclic compounds; Indoles and derivatives; Ethers; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Trialkylamines; Diazinanes; Amines; Secondary amines; Tertiary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	331.191	576	9.597	857767679071185308	857736978124528875	857736978124528874	2171	
1	C11H20O4	[M - H]-	C11H19O4-	Polyketides	0.743	Cyclic polyketides	0.614	2-pyrone derivatives	0.113	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Ethers	0.871			Ethers	0.871	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	215.129	576	9.598	857767670560942219	857736939474011146	857736939474011145	908	
1	C29H34O11	[M - H]-	C29H33O11-	Terpenoids	0.987	Triterpenoids	0.138	Limonoids	0.115	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	1.000	Glycosyl compounds	0.995	Phenolic glycosides	0.848	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Pyrans; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Chemical entities	557.205	576	9.599	857767746821778107	857737015382536665	857737015382536664	3231	
1	C11H16O4	[M - H]-	C11H15O4-	Polyketides	0.744	Cyclic polyketides	0.581	2-pyrone derivatives	0.061	Benzenoids	0.604	Benzene and substituted derivatives	0.596					Benzene and substituted derivatives	0.596	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	211.098	577	9.616	857767845480198297	857736938186359583	857736938186359582	861	
1	C10H20O3	[M - H]-	C10H19O3-	Polyketides	0.237	Phenylpropanoids (C6-C3)	0.611	Cinnamic acids and derivatives	0.621	Benzenoids	0.857	Benzene and substituted derivatives	0.500					Benzene and substituted derivatives	0.500	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	187.134	577	9.620	857767663610980196	857736931290922577	857736931290922576	615	
1	C17H34N8O5	[M - H]-	C17H33N8O5-	Carbohydrates	0.921	Nucleosides	0.287	Polyamines	0.327	Organic acids and derivatives	0.971	Carboxylic acids and derivatives	0.881	Amino acids, peptides, and analogues	0.571	Amino acids and derivatives	0.558	Amino acids and derivatives	0.558	Organic compounds; Amino acids, peptides, and analogues; Imines; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	429.259	577	9.620	857767621135262383	857736999733586324	857736999733586323	2814	
1	C10H16N2O3Si	[M - H]-	C10H15N2O3Si-	Alkaloids	0.358	Ornithine alkaloids	0.151	Pyrrolidine alkaloids	0.033	Organoheterocyclic compounds	0.770	Azacyclic compounds	0.669					Azacyclic compounds	0.669	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	239.085	578	9.625	857767668837083184	857736946080041151	857736946080041150	1146	
2	C34H50N4O9	[M - H]-	C34H49N4O9-	Amino acids and Peptides	0.407	Oligopeptides	0.589	Cyclic peptides	0.116	Organic acids and derivatives	0.999	Peptidomimetics	0.199	Depsipeptides	0.301	Cyclic depsipeptides	0.510	Cyclic depsipeptides	0.510	Organic compounds; Organoheterocyclic compounds; Lactones; Macrolactams; Alcohols and polyols; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic depsipeptides; Polyols; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	657.350	578	9.633	857767602093121738	857737020566697184	857737020566697183	3386	
1	C14H20O4S	[M - H]-	C14H19O4S-	Fatty acids	0.594	Fatty Acids and Conjugates	0.111	Zearalenones	0.135	Benzenoids	0.894	Benzene and substituted derivatives	0.726	Benzenesulfonyl compounds	0.522			Benzenesulfonyl compounds	0.522	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sulfonyls; Organosulfonic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	283.102	578	9.638	857767629817471976	857736957991866584	857736957991866583	1558	
1	C18H32O5	[M - H]-	C18H31O5-	Fatty acids	1.000	Octadecanoids	0.827	Other Octadecanoids	0.616	Lipids and lipid-like molecules	0.992	Fatty Acyls	0.991	Lineolic acids and derivatives	0.592			Lineolic acids and derivatives	0.592	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	327.217	579	9.652	857767760906251159	857736975922518967	857736975922518966	2112	
1	C8H16O3	[M - H]-	C8H15O3-	Fatty acids	0.999	Fatty Acids and Conjugates	0.984	Hydroxy fatty acids	0.985	Lipids and lipid-like molecules	0.968	Fatty Acyls	0.982	Fatty acids and conjugates	0.956	Medium-chain fatty acids	0.598	Medium-chain fatty acids	0.598	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	159.103	580	9.660	857767663321573173	857736923778922778	857736923778922777	348	
1	C12H21NO2	[M - H]-	C12H20NO2-	Alkaloids	0.571	Tyrosine alkaloids	0.372	Phenylethylamines	0.142	Benzenoids	0.979	Phenol ethers	0.640					Phenol ethers	0.640	Organic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	210.150	580	9.663	857767779281497196	857736937947284210	857736937947284209	852	
1	C22H44N6O7	[M - H]-	C22H43N6O7-	Amino acids and Peptides	0.472	Oligopeptides	0.367	Cyclic peptides	0.093	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.681	Amino acids and derivatives	0.652	Amino acids and derivatives	0.652	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	503.322	580	9.666	857767778379721768	857737011351809937	857737011351809936	3117	
1	C20H32O5	[M - H]-	C20H31O5-	Terpenoids	0.892	Diterpenoids	0.887	Labdane diterpenoids	0.043	Lipids and lipid-like molecules	0.684	Prenol lipids	0.520					Prenol lipids	0.520	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	351.217	580	9.672	857767979102337746	857736984659255482	857736984659255481	2366	
1	C8H21N3O4S	[M - H]-	C8H20N3O4S-	Amino acids and Peptides	0.405	Small peptides	0.349	Polyamines	0.771	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Amines	0.559	Primary amines	0.529	Monoalkylamines	0.631	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	254.119	581	9.675	857768105392833817	857736950106573716	857736950106573715	1291	
1	C13H23NO3	[M - H]-	C13H22NO3-	Fatty acids	0.996	Fatty esters	0.086	Sphingoid bases	0.064	Lipids and lipid-like molecules	0.406	Fatty Acyls	0.574					Fatty Acyls	0.574	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	240.161	581	9.676	857768082592596682	857736946503665935	857736946503665934	1162	
1	C18H34O5	[M - H]-	C18H33O5-	Fatty acids	0.918	Octadecanoids	0.608	Other Octadecanoids	0.596	Lipids and lipid-like molecules	0.942	Fatty Acyls	0.912	Fatty acids and conjugates	0.891	Long-chain fatty acids	0.899	Long-chain fatty acids	0.899	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	329.232	581	9.679	857767940518934114	857736977159838827	857736977159838826	2148	
1	C11H20O3	[M - H]-	C11H19O3-	Fatty acids	0.921	Fatty Acids and Conjugates	0.563	Hydroxy fatty acids	0.380	Lipids and lipid-like molecules	0.834	Fatty Acyls	0.803	Fatty acids and conjugates	0.571			Fatty acids and conjugates	0.571	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	199.134	581	9.683	857767846545551803	857736934734446766	857736934734446765	736	
1	C9H14N6O3S	[M - H]-	C9H13N6O3S-	Alkaloids	0.455	Histidine alkaloids	0.070	Imidazole alkaloids	0.071	Organoheterocyclic compounds	0.995	Triazines	0.613					Triazines	0.613	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Triazines; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Sulfonyls; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	285.078	582	9.692	857768056822792651	857736958377742612	857736958377742611	1570	
1	C29H48N6O11	[M - H]-	C29H47N6O11-	Carbohydrates	0.948	Nucleosides	0.299	Aminoglycosides	0.252	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.968	Aminosaccharides	0.895	Aminocyclitol glycosides	0.878	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Organooxygen compounds; Monoalkylamines; Carboxylic acid derivatives; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Primary amines; Secondary amines; Alkanolamines; Cyclitols and derivatives; Cyclohexanols; Tetrahydrofurans; Carboximidamides; Aminosaccharides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	655.332	582	9.706	857767934860817854	857737020319233203	857737020319233202	3377	
2	C11H22N6O2	[M - H]-	C11H21N6O2-	Alkaloids	0.963	Histidine alkaloids	0.346	Imidazole alkaloids	0.344	Organoheterocyclic compounds	0.998	Azoles	0.579					Azoles	0.579	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azoles; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	269.176	583	9.722	857767853550039862	857736954405736054	857736954405736053	1436	
1	C17H28N6O6	[M - H]-	C17H27N6O6-	Alkaloids	0.758	Guanidine alkaloids	0.230	Polyamines	0.130	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.973	Amino acids, peptides, and analogues	0.813	Amino acids and derivatives	0.797	Amino acids and derivatives	0.797	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Imines; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	411.201	584	9.735	857768047041675346	857736997590296650	857736997590296649	2748	
1	C17H24N3O2	[M - H]-	C17H23N3O2-	Alkaloids	0.997	Tryptophan alkaloids	0.895	Pyrroloindole alkaloids	0.881	Organic acids and derivatives	0.810	Carboxylic acids and derivatives	0.688	Amino acids, peptides, and analogues	0.759	Amino acids and derivatives	0.760	Amino acids and derivatives	0.760	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	301.181	584	9.736	857767945942169339	857736964547564786	857736964547564785	1768	
