row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,neg_230403_AnnaBatch4_448_RB4_1_16949.mzML Peak area,neg_230403_AnnaBatch4_449_RB5_1_16970.mzML Peak area,neg_230403_AnnaBatch4_450_RB6_1_16973.mzML Peak area,neg_230403_AnnaBatch4_451_RB7_1_16955.mzML Peak area,neg_230403_AnnaBatch4_452_RB8_1_16967.mzML Peak area,neg_230403_AnnaBatch4_453_RC1_1_16972.mzML Peak area,neg_230403_AnnaBatch4_454_RC2_1_16958.mzML Peak area,neg_230403_AnnaBatch4_455_RC3_1_16976.mzML Peak area,neg_230403_AnnaBatch4_456_RC4_1_16961.mzML Peak area,neg_230403_AnnaBatch4_457_RC5_1_16956.mzML Peak area,neg_230403_AnnaBatch4_458_RC6_1_16950.mzML Peak area,neg_230403_AnnaBatch4_459_RC7_1_16962.mzML Peak area,neg_230403_AnnaBatch4_460_RC8_1_16979.mzML Peak area,neg_230403_AnnaBatch4_461_RD1_1_16952.mzML Peak area,neg_230403_AnnaBatch4_462_RD2_1_16977.mzML Peak area,neg_230403_AnnaBatch4_463_RD3_1_16954.mzML Peak area,neg_230403_AnnaBatch4_464_RD4_1_16963.mzML Peak area,neg_230403_AnnaBatch4_465_RD5_1_16966.mzML Peak area,neg_230403_AnnaBatch4_466_RD6_1_16957.mzML Peak area,neg_230403_AnnaBatch4_467_RD7_1_16951.mzML Peak area,neg_230403_AnnaBatch4_468_RD8_1_16968.mzML Peak area,neg_230403_AnnaBatch4_469_RE1_1_16969.mzML Peak area,neg_230403_AnnaBatch4_470_RE2_1_16971.mzML Peak area,neg_230403_AnnaBatch4_471_RE3_1_16959.mzML Peak area,
1427,268.19152463029053,11.415137,,,,,,,,,,,1309.2467,415.62347,395.184,381.907,0,162.33437,253.20503,247.50285,117.47516,303.67438,103.138306,376.27295,176.66042,123.48589,278.1812,169.81468,176.20578,89.28791,112.25953,186.19466,0,141.87048,232.40164,199.51047,
1428,268.8009015312019,1.1798077,,,,,,,,,,,1716.3556,0,1801.5708,2271.4377,0,4614.531,2845.5747,0,0,6998.558,0,0,4734.5073,5654.5503,5351.8604,0,3303.2107,4698.9478,0,4297.0977,0,5430.5728,0,0,
1429,269.06698479732603,2.1558056,,,,,,,,,,,0,0,0,0,0,202.94078,0,190.00446,0,0,0,0,0,214.71516,244.7656,0,0,0,0,0,0,201.53496,206.79254,0,
1430,269.08204424895774,10.23696,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,276.84442,0,0,252.32166,0,0,0,0,0,0,0,236.51045,0,0,
1431,269.0853732229858,11.283589,,,,,,,,,,,774.2918,470.7522,499.67218,589.3063,0,1781.0173,785.2521,543.05615,0,898.8509,462.23163,150.39624,0,0,0,347.76685,174.07144,305.93262,0,0,734.88916,1453.8547,123.61944,413.18057,
1432,269.08611274735875,8.737559,,,,,,,,,,,175.65463,389.98938,335.55392,462.65536,0,142.76636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1433,269.1028418814202,6.1796923,,,,,,,,,,,0,0,0,0,0,542.63025,198.24438,412.08224,0,747.8173,145.09752,0,271.00015,365.7474,288.97787,359.48917,550.4254,0,698.01807,752.2011,232.2489,362.0017,393.30106,361.78397,
1434,269.1029314455995,6.999237,,,,,,,,,,,0,0,0,0,0,453.45016,0,0,0,896.5979,0,0,118.801865,259.62802,468.66812,307.54227,234.66238,188.613,567.2375,713.0084,396.3172,269.06897,453.54037,465.75674,
1435,269.1219927674949,14.212078,,,,,,,,,,,0,0,0,0,0,426.5135,196.11858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.13394,0,0,
1436,269.1222362726874,13.842334,,,,,,,,,,,0,0,0,0,0,267.30206,0,0,0,192.94293,0,0,0,0,0,0,0,0,0,0,0,471.89944,0,0,
1437,269.1314033432488,12.777944,,,,,,,,,,,7010.775,4172.501,4362.3154,3555.8613,2166.266,5305.6084,2810.2175,3881.5374,2184.7466,4128.0327,1951.9363,4228.066,2365.8164,4322.821,4016.3694,5168.269,4714.952,2037.0272,2597.3645,3512.901,1748.6367,2046.9337,3005.328,3918.1357,
1438,269.1392445242932,11.160142,,,,,,,,,,,320.5786,210.18234,0,0,151.95055,0,0,201.50201,118.58064,0,0,0,0,0,0,195.52582,239.61908,0,0,189.07155,0,0,220.6589,226.31703,
1439,269.17515098256814,13.531184,,,,,,,,,,,129.06595,125.66547,130.85577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1440,269.1754942329522,9.722151,,,,,,,,,,,0,0,0,0,0,0,0,0,0,279.07806,0,0,0,202.49283,0,180.91751,190.97725,244.38705,0,0,174.83391,0,292.59747,0,
1441,269.18998342939807,14.263947,,,,,,,,,,,0,0,0,0,0,285.84113,231.31349,317.91525,0,0,118.331215,0,0,0,0,0,0,0,0,0,0,0,0,0,
1442,269.2117766267896,16.616407,,,,,,,,,,,284.49506,1117.4698,954.5891,0,0,0,0,125.69561,0,164.53004,0,116.70004,0,0,0,0,0,0,0,0,0,0,0,0,
1443,269.211781516321,16.000305,,,,,,,,,,,0,260.61734,204.72255,238.62437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1444,269.2117901758581,19.05465,,,,,,,,,,,967.02625,0,0,0,0,0,0,0,0,0,292.38162,0,0,588.76117,0,0,0,0,0,612.3035,0,0,0,0,
1445,269.2118140123293,16.4069,,,,,,,,,,,258.03818,0,0,977.4861,0,109.53817,0,0,0,0,0,0,0,0,0,0,0,0,0,88.63647,0,0,113.362976,138.83707,
1446,269.21183826071905,18.847536,,,,,,,,,,,634.95166,608.7755,528.5151,623.27014,234.69785,0,246.76718,336.89584,165.24858,390.3356,248.22182,0,281.36404,426.88403,331.5475,425.97278,467.10498,308.75854,319.46503,428.73166,319.9443,370.27713,461.1263,434.6723,
1447,269.21187099312806,19.651516,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,402.01675,0,0,711.9169,0,0,0,0,0,0,0,0,0,0,
1448,269.2119001212778,19.3128,,,,,,,,,,,1027.8219,0,0,0,0,0,0,0,0,0,447.29974,0,0,832.9484,0,0,0,0,0,0,0,0,0,0,
1449,269.21196794211966,18.039076,,,,,,,,,,,777.51263,906.14075,714.0629,869.0674,348.71463,1103.9098,380.8241,480.64093,151.09126,573.8014,305.04315,466.048,324.00406,657.45966,408.14926,502.92032,585.9824,399.55646,472.66946,704.61584,520.4285,668.3299,637.4363,692.5235,
1450,269.21203099224687,18.433828,,,,,,,,,,,1708.1144,1503.0526,1896.0011,2090.834,779.30237,1846.2559,730.3595,1320.5044,401.23834,1026.6461,682.8825,846.0956,666.61694,1691.0942,703.692,985.1033,1097.237,674.74915,1082.8312,1063.8359,561.07465,1073.2957,1094.8818,1102.7578,
1451,269.21208438057687,18.682354,,,,,,,,,,,612.7546,576.9814,479.307,599.51935,254.84561,675.6677,292.1037,363.2749,173.3807,432.76373,274.94745,290.2433,261.00253,495.80722,331.48218,380.91797,473.4899,279.53317,309.7053,473.295,260.02106,441.89978,450.1474,447.38086,
1452,269.9140642304733,1.894474,,,,,,,,,,,0,0,0,0,1122.1844,134.92131,124.77896,381.83707,611.56824,113.960205,162.98154,902.361,353.81552,0,0,198.11461,382.54495,418.53207,254.34271,336.18018,270.55258,292.19537,273.0169,251.85303,
1453,269.9140764454519,1.4872527,,,,,,,,,,,0,0,0,0,1463.5581,0,0,281.4978,1511.6274,0,0,0,0,0,0,0,295.61694,590.6801,0,234.49661,0,0,0,0,
1454,270.20729214388405,12.296566,,,,,,,,,,,3917.3652,1752.7537,1787.5458,1426.8748,263.21338,517.9818,791.27496,679.4417,391.05963,892.4813,465.74786,1137.1295,409.88824,806.6938,812.12494,545.5854,673.527,326.66592,475.49365,900.97955,720.4397,456.46774,776.8954,552.97174,
1455,270.21532487055407,18.482067,,,,,,,,,,,0,0,0,0,0,276.73587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.89089,0,0,
1456,270.797927311392,1.1858809,,,,,,,,,,,0,1237.3325,1225.1794,1498.4944,0,0,0,0,0,4502.9395,0,0,0,3554.2896,3309.931,0,0,0,0,0,0,0,0,2546.1228,
1457,271.0153090700589,4.1721473,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,124.45802,0,262.1293,0,85.20543,142.44533,0,0,0,0,183.43257,142.46791,
1458,271.06466034538136,7.279963,,,,,,,,,,,0,0,0,0,98.33243,427.4029,227.99274,322.0195,0,556.3233,180.68294,0,0,262.80087,154.83418,0,156.47311,0,0,220.19434,219.01228,291.68356,237.48253,314.17535,
1459,271.0820880006732,2.0598462,,,,,,,,,,,0,0,0,0,188.65804,568.96625,0,550.8826,0,631.7364,386.37793,374.69302,596.8875,440.51224,645.5251,736.2417,546.036,512.47595,798.56885,665.792,765.6645,841.5521,676.6415,718.94324,
1460,271.08234729889466,6.160474,,,,,,,,,,,0,0,0,0,0,858.9918,405.25555,465.07056,0,268.88516,0,287.6006,0,0,0,136.85829,0,0,0,0,0,0,0,138.40771,
1461,271.11781141557526,7.1012,,,,,,,,,,,309.49185,0,0,200.45595,0,0,0,0,0,125.60999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1462,271.11919116993977,5.20255,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.17989,128.84665,0,0,0,0,
1463,271.154382905912,7.758455,,,,,,,,,,,0,0,0,0,0,0,0,0,0,520.64166,0,0,0,0,235.0906,0,241.0874,249.12288,106.24507,373.3602,878.45105,312.83368,522.9987,448.45993,
1464,271.15449823158804,8.242274,,,,,,,,,,,0,0,0,0,0,1404.2566,0,0,0,899.46277,691.39026,441.1539,206.90683,0,406.51706,0,1047.0645,0,0,639.57074,796.6265,531.3345,849.8588,0,
1465,271.15458815635225,9.457097,,,,,,,,,,,0,81.12647,0,0,113.87878,572.97107,516.17395,346.18018,0,376.3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1466,271.1547163852153,8.639411,,,,,,,,,,,0,0,0,0,80.796974,307.42975,557.9827,471.2587,0,0,423.82507,301.6607,0,0,0,154.41121,209.08229,0,0,0,258.50168,0,0,0,
1467,271.1547667001148,8.999345,,,,,,,,,,,0,0,0,0,0,631.03894,309.01456,325.9837,0,957.79395,742.44574,437.6425,531.47815,379.89645,819.0593,306.90225,557.37537,521.9649,193.70619,447.50015,466.48538,603.9487,625.9098,1149.4324,
1468,271.15478090962205,9.883227,,,,,,,,,,,0,0,0,83.78263,0,440.21613,272.28366,345.40955,0,0,0,186.08157,0,0,0,128.25398,160.21353,0,0,0,0,248.63882,0,0,
1469,271.15482889140236,10.076413,,,,,,,,,,,0,0,0,0,108.9317,527.8604,346.24646,324.53406,0,300.72095,0,147.50102,143.84602,286.19254,184.16992,206.71461,260.5948,255.88129,141.20456,0,174.8364,0,318.62103,0,
1470,271.15484208959066,8.839359,,,,,,,,,,,0,0,0,0,100.09743,667.6351,0,348.75784,0,575.1712,0,241.0765,0,175.15181,0,205.79984,342.14166,198.72905,172.06546,0,351.84497,431.2957,909.04346,0,
1471,271.1550466733986,9.18365,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,587.1795,0,0,0,0,0,447.08188,0,0,0,642.1655,0,0,0,
1472,271.1915356132392,14.838886,,,,,,,,,,,688.14966,922.651,1004.66437,1026.4669,156.86505,403.14178,250.1268,253.1349,113.91287,355.63486,204.76797,164.3785,245.38293,598.029,331.94565,379.0636,510.4191,266.72543,257.95316,559.51483,474.0428,322.55856,474.28467,454.8959,
1473,271.2269997663676,19.85945,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,290.17163,0,0,326.38016,0,0,0,0,0,0,0,0,0,0,
1474,271.2272494113976,18.566109,,,,,,,,,,,727.5145,900.3154,754.25287,881.26276,199.32796,381.31955,187.36928,468.95392,119.42655,334.49683,209.18536,315.0881,183.25655,440.3049,295.09637,402.03033,403.685,197.48927,244.58023,375.34952,350.1677,347.79816,605.6486,336.12033,
1475,271.22730513766453,18.325579,,,,,,,,,,,764.09314,965.9208,798.2682,967.7619,191.17842,362.0562,157.97624,408.45694,100.278465,267.0463,0,312.58502,143.62575,422.06924,202.84296,392.32245,333.16867,167.54173,173.5224,255.57855,125.873985,304.0992,239.0921,247.88023,
1476,271.2274601893871,18.896408,,,,,,,,,,,655.3495,881.3214,678.0473,890.4335,206.63898,0,187.44044,453.00323,111.36908,275.58105,200.35693,0,154.99544,396.62866,226.01979,397.48773,356.15906,207.10924,217.41995,330.51236,321.46597,387.12332,0,280.9907,
1477,271.22751272495384,17.225052,,,,,,,,,,,812.8771,1267.0898,920.3681,1300.2587,277.61996,772.4118,312.93512,605.13684,153.53885,542.1126,421.6218,507.71115,204.52591,641.33496,459.2268,568.13745,1053.4023,374.81876,559.0461,1046.3896,574.79443,498.0711,738.42444,531.70746,
1478,271.22752893322723,18.110638,,,,,,,,,,,824.1022,1016.6218,808.7752,1016.18646,192.02528,446.02686,177.06567,433.24228,109.399086,289.0903,184.38382,305.36588,142.69585,449.00684,234.38672,351.81027,435.46606,172.775,193.29565,256.4169,308.25296,287.50092,289.93066,293.4284,
1479,271.227609407207,17.928236,,,,,,,,,,,790.36255,983.67596,790.51904,1002.1231,179.18356,406.1264,169.23837,391.28055,172.33899,385.4201,227.24112,334.4407,421.0241,1064.0679,1308.6136,963.1262,789.0028,344.36227,415.99216,682.7258,705.72833,908.24414,775.1056,1071.5363,
1480,271.2276393401052,19.304146,,,,,,,,,,,966.7555,0,0,0,0,0,0,0,0,0,309.00668,0,0,753.00354,0,0,0,0,0,0,0,0,0,0,
1481,271.2276676975905,17.788088,,,,,,,,,,,0,0,0,0,0,428.32233,187.52019,0,118.8958,284.55426,215.07623,0,0,436.21118,0,0,404.80173,0,184.79617,303.26044,236.98781,262.7507,321.81546,0,
1482,271.22781649111954,17.470074,,,,,,,,,,,2462.1255,3102.323,2546.1294,3083.4421,464.43713,2043.0026,563.22217,1410.9734,0,961.0074,856.51044,1102.0303,456.59866,1282.0585,654.0135,955.27,1263.5413,321.81955,641.58405,957.3257,861.23706,940.60876,944.7612,1144.5533,
1483,272.09807817215216,1.9574945,,,,,,,,,,,179.34225,0,0,0,0,0,422.6625,0,233.08125,0,0,348.33734,0,284.3042,0,351.4043,297.29077,0,319.28076,303.20728,0,0,0,0,
1484,272.89981397111524,1.7487833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,215.2209,0,0,0,0,0,0,0,107.115524,0,0,0,0,
1485,272.9002728064161,1.5931292,,,,,,,,,,,0,255.96397,0,0,0,737.1294,0,0,0,523.2807,0,0,0,525.5531,0,0,0,0,0,0,0,0,0,0,
1486,272.90102313162146,1.1156433,,,,,,,,,,,8291.229,8005.8237,8124.2554,8099.8374,0,0,0,0,0,0,0,0,0,7821.7896,0,0,0,0,0,0,0,0,0,0,
1487,273.0074065308504,6.000371,,,,,,,,,,,0,0,0,0,0,482.00357,245.9703,364.14273,0,0,0,194.63646,0,0,0,0,0,0,0,0,0,0,0,0,
1488,273.1348137093218,7.2904334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,254.26883,0,0,0,0,298.78595,560.82086,534.81024,0,0,0,0,685.97736,0,
1489,273.1360520260398,17.5052,,,,,,,,,,,0,80.10154,0,0,0,0,0,0,0,0,0,0,0,0,0,111.139786,0,0,0,0,0,0,0,0,
1490,273.1493937479051,17.279608,,,,,,,,,,,0,988.12463,1127.561,1075.1802,178.92632,0,562.9062,953.99536,0,0,464.75467,0,94.90843,998.4802,641.3758,939.6031,0,484.72668,233.31563,0,514.93024,643.1423,1090.8956,1124.0383,
1491,273.1495768690144,11.997855,,,,,,,,,,,0,157.40529,138.64342,151.83156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1492,273.1497479170855,17.139307,,,,,,,,,,,971.5812,0,0,0,0,1340.9276,0,0,0,1037.4624,0,0,0,0,0,0,560.2585,0,0,923.30176,0,0,0,0,
1493,273.17036805275035,8.592159,,,,,,,,,,,0,0,0,0,0,414.948,125.18412,218.68504,0,459.3934,358.72787,142.11316,280.72772,470.98044,567.68414,268.69116,636.28455,650.09375,256.2556,477.9581,940.333,389.21994,799.2461,840.0325,
1494,273.17000454187286,7.436347,,,,,,,,,,,0,0,0,0,0,0,0,0,0,343.14655,161.18896,0,136.2097,0,255.29713,0,0,229.2901,0,434.96075,220.23933,319.7913,578.9759,426.84412,
1495,273.17004110044513,8.842726,,,,,,,,,,,0,0,0,0,0,261.0148,187.60023,205.84229,0,346.00647,0,107.11026,126.189156,0,268.49762,0,0,0,0,242.23224,0,229.10287,0,0,
1496,273.17021854576217,8.966001,,,,,,,,,,,0,0,0,0,0,336.853,128.97604,254.04208,0,529.6228,601.8684,281.8287,147.08058,407.95746,303.6774,377.7512,481.0009,526.5999,175.2072,399.2172,1043.9988,345.46957,1059.6703,627.47205,
1497,273.17022207457705,8.157758,,,,,,,,,,,0,0,0,0,0,226.50952,0,0,0,596.32184,0,0,233.5543,244.95816,406.59216,280.17984,464.54163,0,187.74591,590.61536,0,489.14575,1127.549,480.0297,
1498,273.1703623469232,9.128026,,,,,,,,,,,0,0,0,0,0,524.1023,0,276.02722,130.7808,1016.0778,1470.1786,336.87946,373.86377,584.294,758.1627,507.54755,822.091,1005.6466,479.84595,945.3365,1116.9277,937.5835,1709.6912,945.0486,
1499,273.1703860559671,8.290979,,,,,,,,,,,0,0,0,0,0,424.38852,182.06438,297.19937,0,888.7533,976.7146,383.9296,427.44205,522.5006,678.5425,499.68695,1073.3844,948.3437,347.7536,1006.607,2050.3843,956.1709,2010.3324,817.5917,
1500,273.1703932001988,8.39405,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.97632,0,0,0,621.3991,0,558.4389,
1501,273.1705079432846,10.735648,,,,,,,,,,,0,0,0,0,0,0,0,0,0,244.62546,133.29475,0,117.339714,222.53784,192.7193,151.61537,274.5019,275.9745,0,393.21338,233.22499,284.87698,391.51822,317.5181,
1502,273.1705740244033,10.2225275,,,,,,,,,,,0,113.98698,139.04085,0,414.77066,1819.2799,870.0737,1415.3354,0,1119.8955,706.1583,653.23785,782.3875,1448.7472,1424.0529,1252.1309,1210.1711,857.6592,522.3763,897.05615,656.3665,752.08575,1145.1755,965.6701,
1503,274.0927809507938,3.0487266,,,,,,,,,,,0,0,0,0,171.76465,138.13754,487.234,455.80957,0,107.87848,374.5984,308.10434,0,0,0,0,0,126.96117,0,107.117195,0,0,175.82713,0,
1504,275.0561542023085,7.4370484,,,,,,,,,,,0,0,0,0,0,2312.674,639.64966,1261.11,0,1836.143,782.0216,818.41925,661.34564,1818.8517,1460.421,941.74554,0,797.5846,0,0,703.9113,822.6489,587.17334,1029.0505,
1505,275.1032580133263,6.728891,,,,,,,,,,,323.97516,0,0,378.8827,0,493.67804,368.24622,144.67192,0,539.2087,0,0,156.99113,447.72333,292.17676,454.62482,276.3717,410.17575,0,396.57822,0,0,483.8639,275.0426,
1506,275.1853286466112,8.515533,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,313.87357,0,0,0,0,0,0,0,0,207.53732,89.99417,0,339.95004,0,
1507,275.20143336522494,16.76779,,,,,,,,,,,0,0,0,0,0,1585.2501,297.80994,484.43896,0,1466.163,426.6102,495.63055,137.8968,0,111.98305,0,0,97.43579,0,0,0,0,309.01425,0,
1508,275.99390333107226,2.2590165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,153.22772,0,0,0,0,0,0,0,0,0,210.87308,0,0,0,
1509,277.08216065555143,3.3906667,,,,,,,,,,,0,0,0,0,0,106.91096,384.29144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1510,277.0824612675309,2.9351735,,,,,,,,,,,0,0,0,0,0,458.69962,639.2331,279.8968,0,0,208.88553,0,0,0,0,0,0,176.539,0,0,0,0,0,0,
1511,277.1194141127822,3.8417668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,161.61713,430.647,201.51097,191.2613,0,0,0,0,0,0,0,0,
1512,277.1284825916521,6.5204463,,,,,,,,,,,0,0,0,0,0,0,0,0,0,375.76764,115.47279,0,0,615.4565,1051.622,0,471.77097,326.5147,0,890.9745,734.01715,520.86,1018.854,780.7923,
1513,277.1444284284948,11.404817,,,,,,,,,,,91.661125,251.82161,263.75082,222.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1514,277.14445746154746,17.274878,,,,,,,,,,,1197.8981,1087.7668,1268.5177,1134.2374,801.6404,5257.736,2142.578,1791.8783,712.5762,1522.3564,1631.35,1351.3362,1221.5529,1446.4062,896.1247,1031.7196,744.49677,1151.6594,1476.2235,923.48303,3430.9922,4915.1704,3264.3188,1389.0209,
1515,277.1445106176995,15.567149,,,,,,,,,,,11787.543,11673.455,12170.943,12923.4375,2916.6848,11453.172,5709.3706,7369.4653,999.0446,7769.56,4345.608,1965.1311,3013.8967,9098.876,4417.4644,6797.1665,5724.4126,1687.9863,2105.7368,2860.7317,2199.2732,1792.6538,3067.4204,4223.216,
1516,277.1553048081883,6.3414,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.88242,223.61655,0,172.53445,0,0,0,0,0,
1517,277.1807418524769,16.628962,,,,,,,,,,,0,508.61102,597.4094,429.11343,471.70898,480.31522,426.38474,324.07138,506.65717,467.77887,468.46567,432.35065,522.01465,776.3966,0,0,945.6871,445.83945,626.9881,683.37506,438.7106,488.41708,0,496.3215,
1518,277.18317553119067,17.692574,,,,,,,,,,,0,0,0,0,135.17418,7509.665,0,0,0,0,0,5164.356,0,0,0,0,0,0,0,0,0,0,0,0,
1519,277.1838619003595,18.087387,,,,,,,,,,,0,3751.4773,0,4052.551,0,0,3889.868,4857.0654,0,0,479.55304,0,2594.8416,0,4657.1396,0,0,707.57184,2037.0432,0,0,2145.1587,0,0,
1520,277.1839336313019,17.815292,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3535.6333,0,0,0,0,0,0,12859.075,0,0,0,0,0,0,0,
1521,277.18402681299744,18.646444,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.87938,0,0,0,879.1247,1298.3524,776.5704,
1522,277.1840984340442,17.983887,,,,,,,,,,,4564.0337,0,3479.624,0,0,0,0,0,3717.4807,0,0,0,0,2728.423,0,5391.137,0,0,0,5190.0454,539.2199,0,2962.1711,2036.03,
1523,278.13978442835287,16.420717,,,,,,,,,,,0,0,0,0,0,110.54409,473.4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1524,278.1397971745284,9.98078,,,,,,,,,,,0,0,0,0,0,224.1449,596.6813,0,0,219.064,0,110.17546,0,0,0,0,0,0,0,0,0,0,0,0,
1525,278.1476785443909,15.556495,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,780.5808,0,458.2365,0,0,0,0,0,0,0,0,288.61615,0,0,
1526,278.1870813442848,18.116642,,,,,,,,,,,0,551.4191,0,507.5445,0,0,0,0,0,0,0,0,0,0,525.7466,0,0,0,0,0,172.39935,0,0,0,
1527,279.03910516215717,1.27101,,,,,,,,,,,0,0,0,0,891.3922,371.66827,1175.9623,856.8569,1934.3612,349.60516,273.05096,880.0806,0,282.76102,0,0,212.55096,0,0,0,0,0,0,0,
1528,279.0907242916865,8.34857,,,,,,,,,,,0,0,0,0,448.6998,1432.8429,654.3552,1188.2704,0,994.0507,447.9831,493.00638,404.0649,790.01355,776.9781,709.04974,923.26794,608.3799,421.4775,698.566,468.44165,445.26044,1029.2139,668.7998,
1529,279.1076386000347,4.5177636,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,206.29663,0,0,0,180.41534,0,0,160.52332,126.77177,0,0,158.3538,0,0,
1530,279.1076517263114,2.8382134,,,,,,,,,,,0,0,0,0,0,261.73532,0,0,0,0,162.52707,0,180.50186,0,396.5234,255.51703,0,291.802,220.28427,0,230.54091,390.4976,352.6925,612.9914,
1531,279.1078755237456,3.9072971,,,,,,,,,,,0,0,0,0,0,555.1209,184.74048,390.6858,0,0,248.22333,0,122.5344,0,254.03993,0,0,260.91812,227.1324,296.48965,216.65456,182.41328,0,290.8019,
1532,279.1080716783954,3.1822438,,,,,,,,,,,0,0,0,0,0,426.943,0,134.21724,0,874.41235,202.65181,0,0,0,241.6046,0,0,0,0,0,99.62789,256.32205,0,200.43846,
1533,279.1081677467175,4.2818356,,,,,,,,,,,0,0,0,0,0,650.86646,286.87872,507.87042,0,945.48517,436.66678,481.49738,516.71674,767.0798,931.61194,946.4103,1118.6252,818.22394,550.1524,972.99335,641.30396,632.9142,1804.6891,961.5979,
1534,279.1083197905056,4.663762,,,,,,,,,,,0,0,0,0,925.9841,10486.844,4050.8882,4941.397,2191.6492,18450.291,8677.668,10447.317,379.79187,585.2412,703.35156,958.27435,632.3512,471.20285,429.2371,684.5906,389.47647,442.05957,907.83307,797.7214,
1535,279.12323516438596,7.791153,,,,,,,,,,,0,0,0,0,0,368.03326,204.40022,0,0,228.68452,123.14407,127.1128,140.39542,175.36234,163.8009,333.93613,218.09335,201.48738,0,280.2128,128.20758,148.59958,287.6061,264.16864,
1536,279.1236663391753,8.624778,,,,,,,,,,,0,0,0,0,0,409.37305,0,0,0,0,0,0,0,0,166.97217,0,0,0,0,0,0,0,0,123.24267,
1537,279.1269831069417,10.502666,,,,,,,,,,,471.07513,0,0,0,0,0,161.27016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1538,279.1272561554615,10.85475,,,,,,,,,,,599.9656,0,0,0,0,0,129.05603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1539,279.1587098652673,13.368777,,,,,,,,,,,0,195.74655,199.35698,170.5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1540,279.15984453395623,12.174858,,,,,,,,,,,0,0,100.10766,84.60339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1541,280.0777973165878,7.985153,,,,,,,,,,,0,0,0,0,139.9516,568.78015,155.0789,254.58897,0,0,0,84.421455,0,0,0,0,115.78872,0,0,0,0,0,0,0,
1542,280.11165883767603,4.6703005,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2329.2651,0,1321.5007,0,0,0,0,0,0,0,0,0,0,0,0,
1543,280.9310465936546,17.285053,,,,,,,,,,,506.34732,419.8493,411.2871,308.45364,107.37458,343.54858,171.78502,241.50572,145.12859,290.88675,158.2287,271.53714,0,0,0,0,170.34467,146.39844,0,176.26785,92.05202,131.56082,221.1506,185.69116,
1544,281.0668298902801,6.163007,,,,,,,,,,,0,0,0,0,333.57382,1768.1633,640.4967,1613.1411,223.6402,961.12445,574.4006,898.9738,277.11285,372.37018,427.45758,494.165,374.399,393.95828,311.829,505.09756,277.73248,361.0567,1053.439,573.5425,
1545,281.0867628656852,1.8353888,,,,,,,,,,,0,0,0,0,0,345.4804,0,400.13812,0,383.64554,304.00034,278.1382,0,364.12827,0,0,446.40982,0,352.19955,293.38358,342.35403,367.20712,0,486.51834,
1546,281.08749648784755,1.3053252,,,,,,,,,,,0,0,0,0,605.94055,1058.1888,853.4109,1213.9832,599.25433,972.2648,1473.0394,1073.8054,1501.0181,1483.1041,1233.596,2067.6748,1154.2207,1496.9231,1447.1345,1158.9897,1302.4928,1209.9634,2126.6304,1478.3938,
1547,281.1383775288324,8.485967,,,,,,,,,,,0,0,0,0,96.777435,343.0932,202.24208,325.54248,0,0,0,124.25023,0,0,0,0,0,0,0,0,0,0,0,0,
