formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C9H8O3	[M - H]-	C9H7O3-	Shikimates and Phenylpropanoids	0,901	Phenylpropanoids (C6-C3)	0,817	Cinnamic acids and derivatives	0,820	Benzenoids	0,996	Phenols	0,802	1-hydroxy-2-unsubstituted benzenoids	0,783			1-hydroxy-2-unsubstituted benzenoids	0,783	Organic compounds; Phenols; Organic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	163,040	371	6,184	694881025319619966	694877354762218156	374	
16	C15H20N3O4P3	[M - CH3 - H]-	C14H16N3O4P3-	Alkaloids	0,744	Pseudoalkaloids (transamidation)	0,214	Imidazole alkaloids	0,054	Organic acids and derivatives	0,995	Organic phosphonic acids and derivatives	0,903	Phosphonic acid diesters	0,505			Phosphonic acid diesters	0,505	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphoric acids and derivatives; Organic phosphonic acids and derivatives; Azoles; Phosphonic acid esters; Substituted imidazoles; N-substituted imidazoles; Phosphonic acid diesters; Organic oxides; Azacyclic compounds; Phosphacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	383,037	371	6,189	694881029656530802	694877433770333696	2581	
1	C26H34O12	[M - H]-	C26H33O12-	Shikimates and Phenylpropanoids	1,000	Lignans	1,000	Furanoid lignans	0,860	Lignans, neolignans and related compounds	0,999	Lignan glycosides	0,998					Lignan glycosides	0,998	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Lignans, neolignans and related compounds; Lignan glycosides; Monosaccharides; Tetrahydrofuran lignans; Acetals; Secondary alcohols; Fatty acyl glycosides; Furofurans; Oxolanes; Furofuran lignans; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 7,9'-epoxylignans; Furanoid lignans; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	537,197	371	6,189	694881038665896370	694877459699524131	3196	
1	C20H26O13	[M - H]-	C20H25O13-	Terpenoids	0,985	Monoterpenoids	0,987	Iridoids monoterpenoids	0,958	Lipids and lipid-like molecules	0,919	Prenol lipids	0,871	Terpene glycosides	0,799	Iridoid O-glycosides	0,787	Iridoid O-glycosides	0,787	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	473,129	372	6,193	694881028410822363	694877451667430957	2995	
1	C11H21NO4	[M - H]-	C11H20NO4-	Amino acids and Peptides	0,462	Small peptides	0,409	Aminoacids	0,338	Organic acids and derivatives	0,908	Carboxylic acids and derivatives	0,948	Amino acids, peptides, and analogues	0,887	Amino acids and derivatives	0,882	Alpha amino acids and derivatives	0,569	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230,139	372	6,201	694881041216033636	694877380171315389	1092	
5	C27H22N4O3S	[M - H]-	C27H21N4O3S-	Alkaloids	0,226	Flavonoids	0,497	Chalcones	0,184	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbonyl compounds	0,939	Ketones	0,900	Phenylketones	0,628	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrazoles; Ketones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Azoles; Carboxylic acid amides; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Sulfenyl compounds; N-arylamides; Aryl ketones; Aryl alkyl ketones; Alkylarylthioethers; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenylketones; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	481,135	372	6,201	694881053849278089	694877453068328698	3036	
1	C7H14O3	[M - H]-	C7H13O3-	Fatty acids	0,727	Monoterpenoids	0,299	Wax monoesters	0,236	Organic acids and derivatives	0,421	Carboxylic acids and derivatives	0,403	Monocarboxylic acids and derivatives	0,547			Monocarboxylic acids and derivatives	0,547	Organic compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	145,087	372	6,203	694881028184329907	694877348944717753	223	
2	C20H24N4O6	[M - H]-	C20H23N4O6-	Polyketides	0,765	Linear polyketides	0,086	Pyridine alkaloids	0,028	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbonyl compounds	0,993	Ketones	0,976	Cyclohexenones	0,780	Organic compounds; Organoheterocyclic compounds; Ketones; Alcohols and polyols; Enols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Cyclic ketones; Vinylogous amides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	415,160	374	6,229	694881064888686898	694877441538185620	2762	
1	C10H16N4OS	[M - H]-	C10H15N4OS-	Alkaloids	0,316	Peptide alkaloids	0,203	Pyrazine and Piperazine alkaloids	0,056	Organosulfur compounds	0,977	Thioethers	0,854	Aryl thioethers	0,728	Alkylarylthioethers	0,801	Alkylarylthioethers	0,801	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Thioethers; Diazines; Amines; Primary amines; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; 1,2,4-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	239,098	374	6,240	694881065526221140	694877381656099300	1151	
2	C11H14N4O2	[M - H]-	C11H13N4O2-	Alkaloids	0,914	Pseudoalkaloids (transamidation)	0,056	Purine alkaloids	0,060	Organoheterocyclic compounds	1,000	Azoles	0,991					Azoles	0,991	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Dialkyl ethers; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	233,103	375	6,243	694881063395514535	694877380590745874	1109	
1	C7H8O2	[M - H]-	C7H7O2-	Polyketides	0,847	Aromatic polyketides	0,757	Simple aromatic polyketides	0,765	Benzenoids	0,999	Benzene and substituted derivatives	0,994	Benzyl alcohols	0,756			Benzyl alcohols	0,756	Organic compounds; Benzyl alcohols; Alcohols and polyols; Phenols; Primary alcohols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Aromatic alcohols; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	123,046	375	6,250	694881055501833956	694877341432718544	74	
2	C3H8NO4P	[M - H]-	C3H7NO4P-	Amino acids and Peptides	0,892	Small peptides	0,957	Aminoacids	0,948	Organic acids and derivatives	0,994	Carboxylic acids and derivatives	0,841	Amino acids, peptides, and analogues	0,620	Amino acids and derivatives	0,620	Amino acids	0,625	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organophosphorus compounds; Organic phosphonic acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Organic phosphonic acids; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	152,012	375	6,250	694881058169411488	694877351108978872	274	
1	C8H8O4	[M - H]-	C8H7O4-	Shikimates and Phenylpropanoids	0,995	Phenolic acids (C6-C1)	0,973	Simple phenolic acids	0,946	Benzenoids	0,999	Benzene and substituted derivatives	0,994	Benzoic acids and derivatives	0,510			Benzoic acids and derivatives	0,510	Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	167,035	375	6,254	694881073562508088	694877355764656952	402	
3	C18H34O7	[M - H]-	C18H33O7-	Fatty acids	0,904	Fatty acyl glycosides	0,107	Open-chain polyketides	0,063	Lipids and lipid-like molecules	0,972	Fatty Acyls	0,948	Fatty acids and conjugates	0,943	Medium-chain fatty acids	0,515	Medium-chain fatty acids	0,515	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	361,223	375	6,255	694881080273395429	694877427537597220	2437	
1	C14H18N4O2S	[M - H]-	C14H17N4O2S-	Alkaloids	0,889	Histidine alkaloids	0,553	Imidazole alkaloids	0,558	Organoheterocyclic compounds	0,999	Azoles	0,921	Imidazoles	0,726			Imidazoles	0,726	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Imidazoles; Ketones; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Thioethers; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305,105	375	6,256	694881078155271852	694877402661177009	1804	
1	C20H22O6	[M - H]-	C20H21O6-	Polyketides	0,666	Chromanes	0,361	Azaphilones	0,321	Organoheterocyclic compounds	0,959	Benzopyrans	0,639					Benzopyrans	0,639	Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	357,134	376	6,259	694881091916784758	694877426371580538	2403	
1	C32H42O16	[M - H]-	C32H41O16-	Shikimates and Phenylpropanoids	0,999	Lignans	0,999	Furofuranoid lignans	0,998	Lignans, neolignans and related compounds	0,996	Lignan glycosides	0,998					Lignan glycosides	0,998	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Lignans, neolignans and related compounds; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Furofurans; Furofuran lignans; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Tetrahydrofurans; Furanoid lignans; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	681,239	376	6,259	694881098992576506	694877466498491930	3399	
3	C26H32O11	[M - H]-	C26H31O11-	Terpenoids	0,995	Monoterpenoids	0,957	Iridoids monoterpenoids	0,659	Lipids and lipid-like molecules	0,735	Prenol lipids	0,784	Terpene glycosides	0,492	Iridoid O-glycosides	0,530	Iridoid O-glycosides	0,530	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	519,186	376	6,260	694881091027592250	694877457602371942	3160	
1	C8H8O3	[M - H]-	C8H7O3-	Shikimates and Phenylpropanoids	0,872	Phenolic acids (C6-C1)	0,661	Simple phenolic acids	0,495	Benzenoids	1,000	Phenol esters	0,585					Phenol esters	0,585	Organic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Phenol esters; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	151,040	376	6,263	694881080655077138	694877350576302219	265	
1	C12H18O7S	[M - H]-	C12H17O7S-	Terpenoids	0,740	Sesquiterpenoids	0,372	Trichothecane sesquiterpenoids	0,533	Organic acids and derivatives	0,998	Organic sulfuric acids and derivatives	0,974	Sulfuric acid esters	0,905	Sulfuric acid monoesters	0,777	Sulfuric acid monoesters	0,777	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Sulfuric acid monoesters; Carboxylic acid esters; Carbonyl compounds; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	305,071	376	6,265	694881092315243742	694877402564707997	1800	
2	C18H13N3O6S	[M - H]-	C18H12N3O6S-	Alkaloids	0,505	Histidine alkaloids	0,161	Imidazole alkaloids	0,164	Benzenoids	0,999	Phenols	0,400	Methoxyphenols	0,782			Methoxyphenols	0,782	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Methoxyphenols; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	398,041	376	6,274	694881103836998562	694877437008336869	2678	
1	C9H6O5	[M - H]-	C9H5O5-	Shikimates and Phenylpropanoids	0,810	Coumarins	0,410	Simple coumarins	0,424	Phenylpropanoids and polyketides	0,441	Coumarins and derivatives	0,327	Hydroxycoumarins	0,566			Hydroxycoumarins	0,566	Organic compounds; Organoheterocyclic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzenoids; Hydroxycoumarins; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	193,014	376	6,274	694881093988771387	694877364916629575	661	
1	C9H10O5	[M - H]-	C9H9O5-	Shikimates and Phenylpropanoids	0,828	Phenolic acids (C6-C1)	0,925	Simple phenolic acids	0,774	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Alcohols and polyols	0,699	Secondary alcohols	0,764	Secondary alcohols	0,764	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	197,045	377	6,286	694881097570707374	694877366237835530	700	
1	C8H15NO3	[M - H]-	C8H14NO3-	Amino acids and Peptides	0,715	Small peptides	0,885	Dipeptides	0,382	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,954	Amino acids and derivatives	0,953	N-acyl-alpha amino acids	0,711	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	172,098	378	6,300	694881087693119873	694877357710814273	455	
3	C9H15NO5	[M - H]-	C9H14NO5-	Amino acids and Peptides	0,890	Small peptides	0,979	Aminoacids	0,675	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,999	Amino acids, peptides, and analogues	0,997	Amino acids and derivatives	0,997	N-acyl-alpha amino acids	0,718	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	216,088	378	6,302	694881089614111613	694877373598840190	928	
1	C31H28N4O6S2	[M - H]-	C31H27N4O6S2-	Amino acids and Peptides	0,891	Peptide alkaloids	0,375	Thiodiketopiperazine alkaloids	0,065	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,996	Amino acids, peptides, and analogues	0,888	Amino acids and derivatives	0,885	Alpha amino acids and derivatives	0,924	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Nitrobenzenes; Alpha amino acids and derivatives; Lactams; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Organic nitro compounds; Tertiary carboxylic acid amides; Dioxopiperazines; Thiodioxopiperazines; Carbonyl compounds; Benzene and substituted derivatives; Diazinanes; Benzenoids; Allyl-type 1,3-dipolar organic compounds; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	615,138	379	6,308	694881133989853075	694877463801554043	3316	
2	C6H12N6O3	[M - H]-	C6H11N6O3-	Amino acids and Peptides	0,508	Small peptides	0,723	Purine alkaloids	0,575	Organic acids and derivatives	0,962	Carboxylic acids and derivatives	0,943	Amino acids, peptides, and analogues	0,964	Amino acids and derivatives	0,962	Alpha amino acids and derivatives	0,974	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	215,092	379	6,312	694881114322759430	694877372973888799	909	
2	C16H16N6O2	[M - H]-	C16H15N6O2-	Alkaloids	0,875	Histidine alkaloids	0,220	Imidazole alkaloids	0,222	Benzenoids	1,000	Phenols	0,942	1-hydroxy-2-unsubstituted benzenoids	0,772			1-hydroxy-2-unsubstituted benzenoids	0,772	Organic compounds; Organoheterocyclic compounds; Tetrazoles; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	323,124	379	6,318	694881107804810532	694877412589095808	2048	
2	C21H32N6O3S	[M - H]-	C21H31N6O3S-	Alkaloids	0,438	Pseudoalkaloids (transamidation)	0,510	Purine alkaloids	0,393	Organic acids and derivatives	0,896	Carboxylic acids and derivatives	0,529	Amino acids, peptides, and analogues	0,722	Amino acids and derivatives	0,706	Alpha amino acids and derivatives	0,658	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Thioethers; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Carbonyl compounds; Trialkylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tertiary amines; Sulfenyl compounds; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	447,222	379	6,318	694881108069051740	694877447104027758	2908	
1	C23H28O12	[M - H]-	C23H27O12-	Terpenoids	0,999	Monoterpenoids	0,998	Iridoids monoterpenoids	0,998	Lipids and lipid-like molecules	0,962	Prenol lipids	0,942	Terpene glycosides	0,980	Iridoid O-glycosides	0,994	Iridoid O-glycosides	0,994	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Aromatic monoterpenoids; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities	495,150	380	6,329	694881113353875064	694877455081594908	3094	
7	C13H14N4O6P2	[M - H]-	C13H13N4O6P2-	Alkaloids	0,597	Nicotinic acid alkaloids	0,656	Pyridine alkaloids	0,655	Organic acids and derivatives	0,991	Organic phosphoric acids and derivatives	0,992	Phosphate esters	0,982	Alkyl phosphates	0,959	Monoalkyl phosphates	0,692	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Benzene and substituted derivatives; Benzenoids; Alkyl phosphates; Monoalkyl phosphates; Vinylogous acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	383,037	380	6,335	694881127765504605	694877433803888133	2582	
1	C11H18N8O	[M - H]-	C11H17N8O-	Alkaloids	0,994	Pseudoalkaloids (transamidation)	0,754	Purine alkaloids	0,598	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,999	Tertiary amines	0,785	Dialkylarylamines	0,662	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Organonitrogen compounds; Azoles; Monoalkylamines; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	277,155	380	6,341	694881128168157880	694877392485794053	1516	
